,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,forecasted_avg_wind_production
8792,01/02/2020 08:00:00,2020-01-02 00:00:00,253.61,7,5356,2272,91,0,0,3121,2384.42
8793,01/02/2020 09:00:00,2020-01-02 01:00:00,251.88,7,5121,2270,90,0,0,2967,2265.4
8794,01/02/2020 10:00:00,2020-01-02 02:00:00,276.14,7,5087,2272,90,0,0,1981,2106.24
8795,01/02/2020 11:00:00,2020-01-02 03:00:00,277.64,7,5369,2275,91,0,0,2151,1927.16
8796,01/02/2020 12:00:00,2020-01-02 04:00:00,282.97,8,5664,2272,90,0,0,2185,1644.12
8797,01/02/2020 13:00:00,2020-01-02 05:00:00,276.57,7,5482,2276,90,0,0,2279,1428.31
8798,01/02/2020 14:00:00,2020-01-02 06:00:00,275.14,7,5897,2275,91,0,0,2674,1402.17
8799,01/02/2020 15:00:00,2020-01-02 07:00:00,289.96,5,6619,2273,90,0,145,2480,1369.11
8800,01/02/2020 16:00:00,2020-01-02 08:00:00,263.71,8,6624,2273,91,0,3085,1154,1094.17
8801,01/02/2020 17:00:00,2020-01-02 09:00:00,222.5,7,6131,2273,91,0,5978,679,737.22
8802,01/02/2020 18:00:00,2020-01-02 10:00:00,213.27,6,5619,2272,90,0,6318,383,485.34
8803,01/02/2020 19:00:00,2020-01-02 11:00:00,209.17,6,5879,2272,84,0,6926,538,337.34
8804,01/02/2020 20:00:00,2020-01-02 12:00:00,216.79,7,6104,2275,91,0,6573,565,281
8805,01/02/2020 21:00:00,2020-01-02 13:00:00,219.9,5,6290,2274,92,0,6760,414,244.73
8806,01/02/2020 22:00:00,2020-01-02 14:00:00,227.09,7,6508,2273,92,0,6586,305,209.36
8807,01/02/2020 23:00:00,2020-01-02 15:00:00,261.27,5,7088,2274,91,0,4825,196,197.83
8808,01/03/2020 00:00:00,2020-01-02 16:00:00,345.68,6,8344,2274,90,0,1416,149,175.9
8809,01/03/2020 01:00:00,2020-01-02 17:00:00,397.08,5,10040,2274,91,0,51,167,159.29
8810,01/03/2020 02:00:00,2020-01-02 18:00:00,397.19,6,10218,2273,91,0,50,209,158.93
8811,01/03/2020 03:00:00,2020-01-02 19:00:00,399.71,5,10328,2274,91,0,49,150,134.24
8812,01/03/2020 04:00:00,2020-01-02 20:00:00,403.84,5,10367,2272,90,0,10,60,105.08
8813,01/03/2020 05:00:00,2020-01-02 21:00:00,400.57,5,10198,2274,90,0,0,136,94
8814,01/03/2020 06:00:00,2020-01-02 22:00:00,398.26,6,9773,2268,90,0,0,118,85.95
8815,01/03/2020 07:00:00,2020-01-02 23:00:00,391.74,5,9266,2270,46,0,0,164,85.3
8816,01/03/2020 08:00:00,2020-01-03 00:00:00,386.39,6,8651,2269,46,0,0,164,159.4
8817,01/03/2020 09:00:00,2020-01-03 01:00:00,383.11,6,8428,2267,46,0,0,200,161.92
8818,01/03/2020 10:00:00,2020-01-03 02:00:00,384.46,6,8355,2270,91,0,0,169,154.75
8819,01/03/2020 11:00:00,2020-01-03 03:00:00,379.69,6,8188,2271,46,0,0,226,143.46
8820,01/03/2020 12:00:00,2020-01-03 04:00:00,384.41,7,8352,2271,45,0,0,137,142.49
8821,01/03/2020 13:00:00,2020-01-03 05:00:00,384.24,7,8465,2268,46,0,5,173,145.32
8822,01/03/2020 14:00:00,2020-01-03 06:00:00,387.66,6,8767,2269,90,0,4,185,138.94
8823,01/03/2020 15:00:00,2020-01-03 07:00:00,388.25,6,9349,2269,90,0,189,156,130.07
8824,01/03/2020 16:00:00,2020-01-03 08:00:00,316.28,4,8799,2268,90,0,2995,190,117
8825,01/03/2020 17:00:00,2020-01-03 09:00:00,259.66,7,7714,2269,90,0,5697,125,101.66
8826,01/03/2020 18:00:00,2020-01-03 10:00:00,231.58,7,6698,2268,49,0,6579,136,90.83
8827,01/03/2020 19:00:00,2020-01-03 11:00:00,215.46,8,6377,2270,50,0,7549,140,81.64
8828,01/03/2020 20:00:00,2020-01-03 12:00:00,220.7,7,6390,2267,51,0,7084,139,76.26
8829,01/03/2020 21:00:00,2020-01-03 13:00:00,219.32,7,6322,2267,91,0,7203,139,74.78
8830,01/03/2020 22:00:00,2020-01-03 14:00:00,230.88,5,6722,2269,91,0,6713,175,76.22
8831,01/03/2020 23:00:00,2020-01-03 15:00:00,255.67,5,7261,2269,91,0,5387,214,77.45
8832,01/04/2020 00:00:00,2020-01-03 16:00:00,335.2,6,8172,2266,92,0,1731,192,86.16
8833,01/04/2020 01:00:00,2020-01-03 17:00:00,395.24,7,9803,2270,91,0,4,218,112.88
8834,01/04/2020 02:00:00,2020-01-03 18:00:00,392.87,6,9845,2269,91,0,9,301,127.11
8835,01/04/2020 03:00:00,2020-01-03 19:00:00,390.88,5,9695,2268,91,0,9,327,135.47
8836,01/04/2020 04:00:00,2020-01-03 20:00:00,389.94,5,9606,2267,90,0,0,343,148.93
8837,01/04/2020 05:00:00,2020-01-03 21:00:00,389.8,7,9434,2265,91,0,0,307,171.43
8838,01/04/2020 06:00:00,2020-01-03 22:00:00,392.01,7,9547,2266,90,0,0,264,205.61
8839,01/04/2020 07:00:00,2020-01-03 23:00:00,386.5,7,8702,2267,46,0,0,178,251.02
8840,01/04/2020 08:00:00,2020-01-04 00:00:00,378.4,6,7845,2269,90,0,0,194,420.83
8841,01/04/2020 09:00:00,2020-01-04 01:00:00,359.98,6,6788,2267,91,0,0,352,575.82
8842,01/04/2020 10:00:00,2020-01-04 02:00:00,354.15,7,6440,2269,91,0,0,375,739.98
8843,01/04/2020 11:00:00,2020-01-04 03:00:00,346.35,8,5851,2270,90,0,0,336,876.78
8844,01/04/2020 12:00:00,2020-01-04 04:00:00,343.96,5,5885,2270,90,0,0,408,948.05
8845,01/04/2020 13:00:00,2020-01-04 05:00:00,337.71,7,5794,2270,90,0,0,534,1023.01
8846,01/04/2020 14:00:00,2020-01-04 06:00:00,329.32,11,5912,2272,90,0,0,827,1131.41
8847,01/04/2020 15:00:00,2020-01-04 07:00:00,310.79,12,5873,2271,90,0,162,1226,1238.51
8848,01/04/2020 16:00:00,2020-01-04 08:00:00,216.34,10,4511,2272,90,0,3239,1268,1277.2
8849,01/04/2020 17:00:00,2020-01-04 09:00:00,143.62,11,3083,2271,90,0,6591,1297,1234.39
8850,01/04/2020 18:00:00,2020-01-04 10:00:00,136.53,16,2950,2272,90,0,7242,1228,1189.02
8851,01/04/2020 19:00:00,2020-01-04 11:00:00,142.18,16,3165,2272,91,0,7345,1131,1233.33
8852,01/04/2020 20:00:00,2020-01-04 12:00:00,137.91,16,3008,2272,90,0,7209,1263,1305.34
8853,01/04/2020 21:00:00,2020-01-04 13:00:00,146.72,15,3423,2272,90,0,7056,1522,1314.31
8854,01/04/2020 22:00:00,2020-01-04 14:00:00,152.53,13,3505,2272,90,0,6456,1574,1268.78
8855,01/04/2020 23:00:00,2020-01-04 15:00:00,189.2,15,4677,2272,90,0,5444,1516,1131.48
8856,01/05/2020 00:00:00,2020-01-04 16:00:00,269.44,17,5780,2272,90,0,1541,1500,872.92
8857,01/05/2020 01:00:00,2020-01-04 17:00:00,309.21,13,6616,2272,91,0,0,1873,667.74
8858,01/05/2020 02:00:00,2020-01-04 18:00:00,319.53,13,7198,2271,90,0,0,1831,538.23
8859,01/05/2020 03:00:00,2020-01-04 19:00:00,320.59,13,7182,2271,90,0,0,1783,426.9
8860,01/05/2020 04:00:00,2020-01-04 20:00:00,330.21,15,7503,2272,90,0,0,1604,336.85
8861,01/05/2020 05:00:00,2020-01-04 21:00:00,343.77,15,7951,2272,90,0,0,1333,274.26
8862,01/05/2020 06:00:00,2020-01-04 22:00:00,353.25,13,7975,2271,90,0,0,1018,294.02
8863,01/05/2020 07:00:00,2020-01-04 23:00:00,353.98,13,7378,2273,90,0,0,755,369.72
8864,01/05/2020 08:00:00,2020-01-05 00:00:00,332.94,13,6958,2273,90,0,0,1237,678.71
8865,01/05/2020 09:00:00,2020-01-05 01:00:00,330.26,13,6733,2271,46,0,0,1171,924.73
8866,01/05/2020 10:00:00,2020-01-05 02:00:00,311.98,13,6701,2274,90,0,0,1820,1241.96
8867,01/05/2020 11:00:00,2020-01-05 03:00:00,312.3,13,6419,2274,90,0,0,1642,1590.98
8868,01/05/2020 12:00:00,2020-01-05 04:00:00,305.3,13,6272,2274,90,0,0,1798,1763.75
8869,01/05/2020 13:00:00,2020-01-05 05:00:00,324.76,14,6730,2273,90,0,0,1394,1760.86
8870,01/05/2020 14:00:00,2020-01-05 06:00:00,279.83,13,5843,2274,91,0,0,2454,1775.81
8871,01/05/2020 15:00:00,2020-01-05 07:00:00,282.06,11,6141,2274,91,0,169,2443,1817.08
8872,01/05/2020 16:00:00,2020-01-05 08:00:00,218.99,12,5236,2273,91,0,2490,2701,1826.51
8873,01/05/2020 17:00:00,2020-01-05 09:00:00,133.61,14,2652,2274,90,0,4905,2366,1813.68
8874,01/05/2020 18:00:00,2020-01-05 10:00:00,138.15,14,3219,2273,90,0,6434,2376,1896.52
8875,01/05/2020 19:00:00,2020-01-05 11:00:00,120.68,11,2683,2274,90,0,7194,2322,2042.84
8876,01/05/2020 20:00:00,2020-01-05 12:00:00,122.54,13,2722,2273,90,0,7138,2260,2146.56
8877,01/05/2020 21:00:00,2020-01-05 13:00:00,114.82,13,2485,2274,91,0,7262,2402,2143.71
8878,01/05/2020 22:00:00,2020-01-05 14:00:00,115.47,13,2350,2274,47,0,6278,2266,2068.02
8879,01/05/2020 23:00:00,2020-01-05 15:00:00,153.28,13,3508,2274,46,0,4948,2500,1986.45
8880,01/06/2020 00:00:00,2020-01-05 16:00:00,228.82,12,4859,2273,91,0,1441,2556,1943.82
8881,01/06/2020 01:00:00,2020-01-05 17:00:00,292.47,12,6704,2274,91,0,0,2577,1956.92
8882,01/06/2020 02:00:00,2020-01-05 18:00:00,319.25,12,7475,2274,91,0,0,1991,1968.8
8883,01/06/2020 03:00:00,2020-01-05 19:00:00,351.07,13,8049,2274,90,0,0,1118,1892.3
8884,01/06/2020 04:00:00,2020-01-05 20:00:00,362.96,12,8266,2274,90,0,0,805,1604.83
8885,01/06/2020 05:00:00,2020-01-05 21:00:00,366.92,12,8122,2277,90,0,0,625,1205.84
8886,01/06/2020 06:00:00,2020-01-05 22:00:00,368.04,12,8128,2275,90,0,0,594,905.7
8887,01/06/2020 07:00:00,2020-01-05 23:00:00,362.03,12,7675,2274,90,0,0,620,786.14
8888,01/06/2020 08:00:00,2020-01-06 00:00:00,359.69,13,7566,2276,90,0,0,650,517.68
8889,01/06/2020 09:00:00,2020-01-06 01:00:00,357.5,13,7432,2275,90,0,0,667,481.43
8890,01/06/2020 10:00:00,2020-01-06 02:00:00,358.75,12,7353,2277,90,0,0,596,451.47
8891,01/06/2020 11:00:00,2020-01-06 03:00:00,356.13,11,7275,2274,90,0,0,646,430.42
8892,01/06/2020 12:00:00,2020-01-06 04:00:00,362.62,12,7692,2274,91,0,0,609,410.18
8893,01/06/2020 13:00:00,2020-01-06 05:00:00,368.62,13,8123,2275,46,0,0,541,386.52
8894,01/06/2020 14:00:00,2020-01-06 06:00:00,377.13,13,9024,2276,46,0,0,562,359.74
8895,01/06/2020 15:00:00,2020-01-06 07:00:00,381.48,12,9829,2276,90,0,157,546,336.07
8896,01/06/2020 16:00:00,2020-01-06 08:00:00,308.12,14,8998,2276,91,0,3317,431,319.54
8897,01/06/2020 17:00:00,2020-01-06 09:00:00,242.28,14,7198,2276,48,0,5876,551,318.46
8898,01/06/2020 18:00:00,2020-01-06 10:00:00,229.39,13,6904,2275,91,0,6703,525,338.56
8899,01/06/2020 19:00:00,2020-01-06 11:00:00,227.39,13,6689,2276,90,0,6839,299,354.78
8900,01/06/2020 20:00:00,2020-01-06 12:00:00,235.14,12,7509,2274,91,0,7180,383,361.64
8901,01/06/2020 21:00:00,2020-01-06 13:00:00,233.98,14,7406,2274,91,0,7403,172,348.33
8902,01/06/2020 22:00:00,2020-01-06 14:00:00,233.3,16,7056,2274,91,0,7011,158,307.47
8903,01/06/2020 23:00:00,2020-01-06 15:00:00,258.79,15,7818,2275,91,0,5862,149,269.88
8904,01/07/2020 00:00:00,2020-01-06 16:00:00,348.03,14,9981,2272,90,0,2139,116,255.81
8905,01/07/2020 01:00:00,2020-01-06 17:00:00,408.93,14,11455,2275,91,0,0,134,248.49
8906,01/07/2020 02:00:00,2020-01-06 18:00:00,409.69,11,11865,2275,91,0,0,187,243.91
8907,01/07/2020 03:00:00,2020-01-06 19:00:00,409.8,13,11761,2275,91,0,0,164,242.31
8908,01/07/2020 04:00:00,2020-01-06 20:00:00,407.29,11,11401,2276,90,0,0,176,234.01
8909,01/07/2020 05:00:00,2020-01-06 21:00:00,403.63,17,11045,2273,90,0,0,237,224.61
8910,01/07/2020 06:00:00,2020-01-06 22:00:00,399.11,12,10542,2271,90,0,0,275,220.39
8911,01/07/2020 07:00:00,2020-01-06 23:00:00,390.42,13,9549,2274,91,0,0,315,215.83
8912,01/07/2020 08:00:00,2020-01-07 00:00:00,386.6,13,8950,2272,90,0,0,276,226.42
8913,01/07/2020 09:00:00,2020-01-07 01:00:00,384.06,13,8700,2271,90,0,0,285,213.57
8914,01/07/2020 10:00:00,2020-01-07 02:00:00,379.14,13,8325,2273,90,0,0,322,197.58
8915,01/07/2020 11:00:00,2020-01-07 03:00:00,376.16,13,8175,2274,90,0,0,364,189.46
8916,01/07/2020 12:00:00,2020-01-07 04:00:00,377.7,14,8301,2272,90,0,0,360,187.66
8917,01/07/2020 13:00:00,2020-01-07 05:00:00,380.99,14,8631,2273,90,0,0,358,186.58
8918,01/07/2020 14:00:00,2020-01-07 06:00:00,390.98,12,9986,2272,47,0,0,382,180.05
8919,01/07/2020 15:00:00,2020-01-07 07:00:00,397.71,12,11252,2273,91,0,119,382,167.8
8920,01/07/2020 16:00:00,2020-01-07 08:00:00,321.98,13,9953,2272,90,0,3306,284,158.9
8921,01/07/2020 17:00:00,2020-01-07 09:00:00,265.47,15,8120,2274,91,0,5556,256,138.76
8922,01/07/2020 18:00:00,2020-01-07 10:00:00,255.69,14,7767,2271,90,0,5981,203,124.03
8923,01/07/2020 19:00:00,2020-01-07 11:00:00,243.8,16,7431,2271,90,0,6564,189,125.66
8924,01/07/2020 20:00:00,2020-01-07 12:00:00,252.32,19,7605,2274,91,0,6058,216,132.33
8925,01/07/2020 21:00:00,2020-01-07 13:00:00,255.19,17,7551,2275,91,0,5819,173,155.66
8926,01/07/2020 22:00:00,2020-01-07 14:00:00,276.94,16,8029,2272,47,0,4727,145,219.72
8927,01/07/2020 23:00:00,2020-01-07 15:00:00,315.38,16,9152,2270,91,0,3317,168,346.74
8928,01/08/2020 00:00:00,2020-01-07 16:00:00,365.31,19,10238,2271,91,0,1264,293,500.24
8929,01/08/2020 01:00:00,2020-01-07 17:00:00,399.49,18,11378,2270,91,0,0,465,640.29
8930,01/08/2020 02:00:00,2020-01-07 18:00:00,391.31,15,11588,2272,91,0,0,820,759.55
8931,01/08/2020 03:00:00,2020-01-07 19:00:00,377.17,12,11338,2271,91,0,0,1311,878.15
8932,01/08/2020 04:00:00,2020-01-07 20:00:00,377.69,13,11495,2274,91,0,0,1336,993.76
8933,01/08/2020 05:00:00,2020-01-07 21:00:00,365.71,13,10764,2273,90,0,0,1594,1061.89
8934,01/08/2020 06:00:00,2020-01-07 22:00:00,355.37,13,9686,2270,90,0,0,1618,1157.74
8935,01/08/2020 07:00:00,2020-01-07 23:00:00,365.96,13,8851,2275,90,0,0,913,1365.33
8936,01/08/2020 08:00:00,2020-01-08 00:00:00,339.94,13,7570,2275,91,0,0,1290,1356.01
8937,01/08/2020 09:00:00,2020-01-08 01:00:00,283.41,14,5960,2270,90,0,0,2407,1751.05
8938,01/08/2020 10:00:00,2020-01-08 02:00:00,258.95,14,5528,2271,90,0,0,3063,2085.67
8939,01/08/2020 11:00:00,2020-01-08 03:00:00,248.23,15,5065,2273,90,0,0,3087,2266.09
8940,01/08/2020 12:00:00,2020-01-08 04:00:00,266.59,14,5401,2272,90,0,0,2623,2284.92
8941,01/08/2020 13:00:00,2020-01-08 05:00:00,266.87,14,5533,2271,90,0,0,2728,2317.1
8942,01/08/2020 14:00:00,2020-01-08 06:00:00,267.72,14,6250,2273,91,0,0,3313,2394.36
8943,01/08/2020 15:00:00,2020-01-08 07:00:00,301.1,12,7829,2273,90,0,133,2845,2415.94
8944,01/08/2020 16:00:00,2020-01-08 08:00:00,253.06,11,7089,2273,90,0,2776,2463,2321.34
8945,01/08/2020 17:00:00,2020-01-08 09:00:00,221.97,10,6529,2274,91,0,5070,1992,1973.35
8946,01/08/2020 18:00:00,2020-01-08 10:00:00,211.13,12,6189,2274,90,0,5810,1772,1777.55
8947,01/08/2020 19:00:00,2020-01-08 11:00:00,198.32,15,5870,2273,90,0,6540,1793,1951.96
8948,01/08/2020 20:00:00,2020-01-08 12:00:00,187.07,13,5444,2273,91,0,6133,2444,2210.06
8949,01/08/2020 21:00:00,2020-01-08 13:00:00,169.96,14,4655,2272,91,0,5995,2734,2460.49
8950,01/08/2020 22:00:00,2020-01-08 14:00:00,179.27,14,5034,2272,48,0,4921,3298,2604.48
8951,01/08/2020 23:00:00,2020-01-08 15:00:00,216.02,15,6323,2271,91,0,3137,3810,2696.94
8952,01/09/2020 00:00:00,2020-01-08 16:00:00,250.99,14,6984,2272,91,0,1493,3596,2821.39
8953,01/09/2020 01:00:00,2020-01-08 17:00:00,290.16,14,8113,2271,91,0,0,3689,2938.97
8954,01/09/2020 02:00:00,2020-01-08 18:00:00,296.35,15,8521,2272,91,0,0,3659,2944.26
8955,01/09/2020 03:00:00,2020-01-08 19:00:00,311.48,16,8808,2275,91,0,0,3095,2866.91
8956,01/09/2020 04:00:00,2020-01-08 20:00:00,320.47,16,9514,2274,47,0,0,3021,2826.39
8957,01/09/2020 05:00:00,2020-01-08 21:00:00,305.22,17,8071,2272,90,0,0,2940,2882.19
8958,01/09/2020 06:00:00,2020-01-08 22:00:00,291.8,16,7330,2273,90,0,0,3054,2941.92
8959,01/09/2020 07:00:00,2020-01-08 23:00:00,281.42,16,6918,2276,90,0,0,3223,2975.42
8960,01/09/2020 08:00:00,2020-01-09 00:00:00,266.65,14,5914,2274,90,0,0,3067,2923.35
8961,01/09/2020 09:00:00,2020-01-09 01:00:00,251.56,17,5541,2274,90,0,0,3417,2781.96
8962,01/09/2020 10:00:00,2020-01-09 02:00:00,253.08,18,5500,2273,90,0,0,3309,2627.19
8963,01/09/2020 11:00:00,2020-01-09 03:00:00,248.64,17,5288,2274,91,0,0,3301,2557.85
8964,01/09/2020 12:00:00,2020-01-09 04:00:00,263.74,19,5848,2273,91,0,0,3152,2508.49
8965,01/09/2020 13:00:00,2020-01-09 05:00:00,278.46,17,6370,2273,90,0,0,2933,2462.55
8966,01/09/2020 14:00:00,2020-01-09 06:00:00,299.93,18,7711,2273,90,0,0,2949,2480.93
8967,01/09/2020 15:00:00,2020-01-09 07:00:00,305.97,19,8409,2274,91,0,93,3037,2531.71
8968,01/09/2020 16:00:00,2020-01-09 08:00:00,262.38,17,8211,2274,91,0,2575,3121,2406.68
8969,01/09/2020 17:00:00,2020-01-09 09:00:00,211.71,18,6541,2275,91,0,4922,2971,2341.42
8970,01/09/2020 18:00:00,2020-01-09 10:00:00,212.49,18,6529,2273,90,0,5150,2699,2591.36
8971,01/09/2020 19:00:00,2020-01-09 11:00:00,190.57,18,5665,2272,91,0,6252,2415,2822.15
8972,01/09/2020 20:00:00,2020-01-09 12:00:00,193.8,16,5714,2272,90,0,5851,2516,2967.42
8973,01/09/2020 21:00:00,2020-01-09 13:00:00,194.12,18,5555,2273,91,0,5691,2369,3090.76
8974,01/09/2020 22:00:00,2020-01-09 14:00:00,188.79,17,5742,2271,91,0,5777,3094,3158.04
8975,01/09/2020 23:00:00,2020-01-09 15:00:00,215.23,18,6463,2271,91,0,4404,3012,3136.54
8976,01/10/2020 00:00:00,2020-01-09 16:00:00,262.43,17,7797,2273,91,0,1492,3681,3010.32
8977,01/10/2020 01:00:00,2020-01-09 17:00:00,314.24,18,9535,2271,91,0,0,3394,2837.28
8978,01/10/2020 02:00:00,2020-01-09 18:00:00,324.78,18,9722,2271,91,0,0,2978,2618.15
8979,01/10/2020 03:00:00,2020-01-09 19:00:00,349.16,16,10416,2272,91,0,0,2176,2325.85
8980,01/10/2020 04:00:00,2020-01-09 20:00:00,370.37,16,10643,2273,91,0,0,1367,1985.04
8981,01/10/2020 05:00:00,2020-01-09 21:00:00,368.39,15,10529,2272,90,0,0,1407,1652.11
8982,01/10/2020 06:00:00,2020-01-09 22:00:00,343.21,17,9258,2273,90,0,0,1932,1430.18
8983,01/10/2020 07:00:00,2020-01-09 23:00:00,338.19,19,8958,2271,90,0,0,2006,1347.2
8984,01/10/2020 08:00:00,2020-01-10 00:00:00,362.02,17,8771,2273,91,0,0,1028,1252.92
8985,01/10/2020 09:00:00,2020-01-10 01:00:00,312.94,16,7892,2272,91,0,0,2492,1132.17
8986,01/10/2020 10:00:00,2020-01-10 02:00:00,345.55,15,8261,2274,90,0,0,1403,879.1
8987,01/10/2020 11:00:00,2020-01-10 03:00:00,381.27,16,8898,2273,91,0,0,431,637.23
8988,01/10/2020 12:00:00,2020-01-10 04:00:00,370.87,16,8265,2273,90,0,0,559,426.93
8989,01/10/2020 13:00:00,2020-01-10 05:00:00,347.47,16,7962,2276,90,0,0,1207,341.99
8990,01/10/2020 14:00:00,2020-01-10 06:00:00,374.52,16,9365,2274,90,0,0,795,284.38
8991,01/10/2020 15:00:00,2020-01-10 07:00:00,384.36,15,10423,2275,47,0,153,592,187.31
8992,01/10/2020 16:00:00,2020-01-10 08:00:00,322.03,14,10086,2277,90,0,3460,213,133.22
8993,01/10/2020 17:00:00,2020-01-10 09:00:00,249.13,17,7875,2276,90,0,6810,54,110.92
8994,01/10/2020 18:00:00,2020-01-10 10:00:00,234.29,18,7433,2276,91,0,7574,42,100.21
8995,01/10/2020 19:00:00,2020-01-10 11:00:00,211.1,16,6368,2276,90,0,8107,128,114.29
8996,01/10/2020 20:00:00,2020-01-10 12:00:00,209.78,18,6094,2275,91,0,7651,242,127.46
8997,01/10/2020 21:00:00,2020-01-10 13:00:00,205.62,18,5996,2274,91,0,7839,294,127.74
8998,01/10/2020 22:00:00,2020-01-10 14:00:00,214.41,18,6420,2275,91,0,7688,280,121.94
8999,01/10/2020 23:00:00,2020-01-10 15:00:00,238.68,18,7028,2271,91,0,6388,273,131.03
9000,01/11/2020 00:00:00,2020-01-10 16:00:00,327.32,18,8798,2273,92,0,2356,278,153.27
9001,01/11/2020 01:00:00,2020-01-10 17:00:00,400.92,16,10916,2273,91,0,0,302,200.18
9002,01/11/2020 02:00:00,2020-01-10 18:00:00,401.79,17,11201,2274,91,0,0,336,285.52
9003,01/11/2020 03:00:00,2020-01-10 19:00:00,400.78,14,11258,2272,91,0,0,384,359.71
9004,01/11/2020 04:00:00,2020-01-10 20:00:00,392.65,15,10568,2275,90,0,0,504,411.16
9005,01/11/2020 05:00:00,2020-01-10 21:00:00,382.86,16,10474,2274,91,0,0,834,467.65
9006,01/11/2020 06:00:00,2020-01-10 22:00:00,370.71,17,9842,2273,91,0,0,1089,574.75
9007,01/11/2020 07:00:00,2020-01-10 23:00:00,360.74,17,9322,2272,46,0,0,1240,788.52
9008,01/11/2020 08:00:00,2020-01-11 00:00:00,348.93,18,8382,2273,90,0,0,1338,979.66
9009,01/11/2020 09:00:00,2020-01-11 01:00:00,346,16,7956,2274,91,0,0,1258,1255.4
9010,01/11/2020 10:00:00,2020-01-11 02:00:00,305.85,14,6730,2273,46,0,0,2016,1487.13
9011,01/11/2020 11:00:00,2020-01-11 03:00:00,302.47,14,6593,2273,91,0,0,2110,1639.37
9012,01/11/2020 12:00:00,2020-01-11 04:00:00,301.17,17,6192,2272,90,0,0,1904,1764.32
9013,01/11/2020 13:00:00,2020-01-11 05:00:00,305.35,16,6314,2275,91,0,0,1828,1932.29
9014,01/11/2020 14:00:00,2020-01-11 06:00:00,302.96,15,6643,2275,90,0,0,2122,2109.31
9015,01/11/2020 15:00:00,2020-01-11 07:00:00,304.9,15,7082,2275,90,0,139,2202,2278.43
9016,01/11/2020 16:00:00,2020-01-11 08:00:00,213.7,10,5332,2277,90,0,3334,2451,2437.96
9017,01/11/2020 17:00:00,2020-01-11 09:00:00,160.48,10,4146,2277,90,0,5778,2753,2550.73
9018,01/11/2020 18:00:00,2020-01-11 10:00:00,148.39,10,3798,2275,90,0,6196,2900,2682.72
9019,01/11/2020 19:00:00,2020-01-11 11:00:00,158.91,10,4146,2278,90,0,5966,2767,2808.94
9020,01/11/2020 20:00:00,2020-01-11 12:00:00,150.97,10,3918,2276,90,0,6021,3041,2859.71
9021,01/11/2020 21:00:00,2020-01-11 13:00:00,151.9,10,3948,2275,48,0,5581,3198,2878.85
9022,01/11/2020 22:00:00,2020-01-11 14:00:00,160.66,10,4190,2276,90,0,5193,3285,2852.94
9023,01/11/2020 23:00:00,2020-01-11 15:00:00,186.51,10,5144,2274,90,0,4611,3190,2774.32
9024,01/12/2020 00:00:00,2020-01-11 16:00:00,230.93,10,5808,2273,90,0,2109,2994,2742.15
9025,01/12/2020 01:00:00,2020-01-11 17:00:00,298.34,14,7546,2272,90,0,18,2889,2739.59
9026,01/12/2020 02:00:00,2020-01-11 18:00:00,298.54,12,7504,2275,46,0,3,2805,2596.58
9027,01/12/2020 03:00:00,2020-01-11 19:00:00,309.57,13,8013,2275,90,0,3,2697,2370.7
9028,01/12/2020 04:00:00,2020-01-11 20:00:00,316.01,15,8134,2276,91,0,0,2496,2112.74
9029,01/12/2020 05:00:00,2020-01-11 21:00:00,319.14,12,8454,2274,90,0,0,2537,1760.55
9030,01/12/2020 06:00:00,2020-01-11 22:00:00,296.58,15,7477,2273,90,0,0,2938,1437.21
9031,01/12/2020 07:00:00,2020-01-11 23:00:00,301.97,14,7257,2276,90,0,0,2554,1294.18
9032,01/12/2020 08:00:00,2020-01-12 00:00:00,342.55,15,7704,2278,90,0,0,1260,945.35
9033,01/12/2020 09:00:00,2020-01-12 01:00:00,352.99,16,7736,2277,90,0,0,929,815.25
9034,01/12/2020 10:00:00,2020-01-12 02:00:00,345.61,14,7343,2277,90,0,0,1000,882.57
9035,01/12/2020 11:00:00,2020-01-12 03:00:00,315.16,14,6787,2277,90,0,0,1754,1060.7
9036,01/12/2020 12:00:00,2020-01-12 04:00:00,268.18,14,5685,2275,90,0,0,2801,1254.13
9037,01/12/2020 13:00:00,2020-01-12 05:00:00,288.46,14,6199,2277,90,0,0,2378,1316.01
9038,01/12/2020 14:00:00,2020-01-12 06:00:00,280.18,13,5873,2276,90,0,0,2460,1286.34
9039,01/12/2020 15:00:00,2020-01-12 07:00:00,283.62,15,6411,2273,90,0,136,2620,1313.75
9040,01/12/2020 16:00:00,2020-01-12 08:00:00,214.36,18,5350,2274,90,0,3515,2308,1337.81
9041,01/12/2020 17:00:00,2020-01-12 09:00:00,170.79,19,4537,2275,90,0,7024,1620,1294.89
9042,01/12/2020 18:00:00,2020-01-12 10:00:00,161.2,16,4156,2273,90,0,7268,1580,1319.39
9043,01/12/2020 19:00:00,2020-01-12 11:00:00,173.93,17,4438,2276,91,0,5985,1945,1427.05
9044,01/12/2020 20:00:00,2020-01-12 12:00:00,160.59,18,4305,2277,90,0,6931,2236,1547.91
9045,01/12/2020 21:00:00,2020-01-12 13:00:00,157.69,17,4067,2276,90,0,6389,2423,1697.61
9046,01/12/2020 22:00:00,2020-01-12 14:00:00,165.9,18,4265,2277,91,0,5905,2413,1840.48
9047,01/12/2020 23:00:00,2020-01-12 15:00:00,178.76,17,4732,2274,91,0,4714,3081,1934.22
