UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_solar_production_forecast,avg_wind_production_forecast
2021-07-18 14:00:00,19,10162,2264,46,483,2164,882,0,4481.63,629.09
2021-07-18 15:00:00,19,9786,2262,46,467,5262,497,0,7080.05,398.84
2021-07-18 16:00:00,18,10197,2263,46,154,7508,308,0,8262.27,301.79
2021-07-18 17:00:00,19,10328,2261,46,182,8197,225,0,8992.67,269.05
2021-07-18 18:00:00,19,9895,2261,46,363,8724,190,0,9355.07,260.1
2021-07-18 19:00:00,17,11249,2260,46,258,10043,300,0,9472.32,264.15
2021-07-18 20:00:00,18,11670,2261,46,561,9230,390,0,9396.55,317.55
2021-07-18 21:00:00,18,12484,2259,46,884,9165,496,0,9132.35,434.82
2021-07-18 22:00:00,18,14157,2261,46,1232,8129,510,398,8739.94,579.27
2021-07-18 23:00:00,19,17066,2262,46,1801,6160,601,396,8009.38,751.96
2021-07-19 00:00:00,18,17450,2263,42,1886,6829,841,70,6662.12,940.67
2021-07-19 01:00:00,18,18173,2261,0,2606,5538,1459,239,3523.61,1109.96
2021-07-19 02:00:00,18,19705,2261,7,3568,1550,1930,528,600.7,1297.62
2021-07-19 03:00:00,19,19392,2262,29,3293,0,2441,679,2.98,1527.85
2021-07-19 04:00:00,17,18704,2261,29,2582,0,2793,274,0,1812.62
2021-07-19 05:00:00,18,16969,2261,30,2013,0,2457,134,0,2010.38
2021-07-19 06:00:00,20,15671,2262,30,1468,0,1683,180,0,2053.51
2021-07-19 07:00:00,16,14047,2260,61,1176,0,1379,0,0.01,2012.97
2021-07-19 08:00:00,17,12749,2260,82,932,0,1336,0,0,1876.84
2021-07-19 09:00:00,20,12109,2262,83,917,0,1188,0,0.07,1708.84
2021-07-19 10:00:00,18,12354,2262,84,576,0,1062,0,0.06,1507.75
2021-07-19 11:00:00,19,12573,2265,84,334,0,949,0,0,1278.19
2021-07-19 12:00:00,18,12037,2265,85,652,0,815,0,1.7,1142.75
2021-07-19 13:00:00,18,12596,2266,85,829,14,835,75,906.75,1007.56
2021-07-19 14:00:00,17,12911,2267,84,734,2403,578,65,4792.16,758.17
2021-07-19 15:00:00,18,12844,2266,84,604,6256,331,0,7678.87,501.79
2021-07-19 16:00:00,17,13361,2265,85,620,9098,227,0,9081,347.44
2021-07-19 17:00:00,18,13679,2263,84,615,10554,199,0,9846.79,262.71
2021-07-19 18:00:00,21,14087,2264,86,864,10709,154,0,10201.38,241.18
2021-07-19 19:00:00,18,15197,2262,84,1107,10837,366,0,10586.67,286.07
2021-07-19 20:00:00,20,16412,2260,85,1395,10817,646,0,10547.74,394.97
2021-07-19 21:00:00,18,18520,2260,81,1502,11011,713,0,10308.19,581.1
2021-07-19 22:00:00,18,19902,2264,84,1906,10171,1245,0,9861.73,840.74
2021-07-19 23:00:00,18,19434,2263,85,2286,9731,1921,0,9017.5,1143.48
2021-07-20 00:00:00,18,19194,2263,84,2860,8527,1987,78,7515.91,1449.72
2021-07-20 01:00:00,18,20411,2262,84,3006,6442,2169,4,4114.36,1735.16
2021-07-20 02:00:00,17,20760,2263,84,3645,2146,3064,206,707.88,1995.68
2021-07-20 03:00:00,18,21481,2261,84,3143,0,3057,425,3.29,2234.4
2021-07-20 04:00:00,20,19806,2263,85,3132,0,3348,385,0,2469.14
2021-07-20 05:00:00,18,18856,2259,85,2228,0,3092,312,0,2617
2021-07-20 06:00:00,19,16442,2261,85,1507,0,3158,250,0,2649.14
2021-07-20 07:00:00,19,14352,2262,85,1338,0,3286,0,0,2824.76
2021-07-20 08:00:00,18,11745,2261,86,1181,0,2998,0,0,2691.27
2021-07-20 09:00:00,17,10594,2261,86,973,0,2837,0,0.06,2581.71
2021-07-20 10:00:00,17,10573,2260,85,661,0,2457,0,0.07,2429.7
2021-07-20 11:00:00,18,10657,2262,85,659,0,2121,0,0.07,2259.1
2021-07-20 12:00:00,18,10700,2263,85,642,0,2260,1,0.92,2112.46
2021-07-20 13:00:00,18,11244,2265,85,1126,8,2128,64,871.45,1937.88
2021-07-20 14:00:00,17,11231,2264,86,815,2599,1930,82,5035.75,1575.37
2021-07-20 15:00:00,16,11393,2263,84,277,6497,1708,0,8328.01,1163.74
2021-07-20 16:00:00,17,11401,2264,85,243,8050,1371,0,9734.87,905.44
2021-07-20 17:00:00,16,11984,2265,85,217,9249,904,0,10434.34,747.94
2021-07-20 18:00:00,16,12268,2264,85,130,10313,1007,0,10764.71,673.11
2021-07-20 19:00:00,16,12543,2265,85,473,10701,1168,0,10826.71,664.86
2021-07-20 20:00:00,17,12959,2265,85,979,11302,1347,0,10634.96,762.32
2021-07-20 21:00:00,16,14217,2262,85,1129,11340,1727,0,10346.05,1027.29
2021-07-20 22:00:00,17,15838,2262,84,2097,10525,2237,12,9852.02,1469.11
2021-07-20 23:00:00,17,17754,2263,85,2580,9156,2942,68,8944.94,1963.87
2021-07-21 00:00:00,18,18141,2264,84,2941,8462,3284,15,7328.39,2381.98
2021-07-21 01:00:00,16,18844,2265,85,3146,6388,3881,273,3752.35,2728.28
2021-07-21 02:00:00,17,20907,2268,84,3236,2333,3683,719,625.94,2987.6
2021-07-21 03:00:00,17,20526,2265,85,3534,0,3829,729,3.13,3130.09
2021-07-21 04:00:00,18,18970,2262,84,3169,0,4045,740,0,3205.96
2021-07-21 05:00:00,19,16728,2261,85,2758,0,4072,98,0,3254.65
2021-07-21 06:00:00,17,14457,2262,85,1544,0,3954,56,0,3261.87
2021-07-21 07:00:00,19,13404,2261,85,1143,0,3968,0,0,3286.56
2021-07-21 08:00:00,17,11730,2262,86,864,0,4043,0,0,3182.41
2021-07-21 09:00:00,17,11124,2262,85,544,0,3699,0,0.06,2970.63
2021-07-21 10:00:00,17,11130,2262,84,526,0,3540,0,0.08,2804.79
2021-07-21 11:00:00,19,11161,2262,86,571,0,3304,0,0.07,2650.87
2021-07-21 12:00:00,18,11120,2265,85,565,0,3226,0,0.37,2441.21
2021-07-21 13:00:00,17,11518,2265,86,1103,22,2853,0,852.6,2135.85
2021-07-21 14:00:00,18,10734,2265,86,825,2968,2371,0,4841.14,1611.12
2021-07-21 15:00:00,19,10548,2266,85,792,7225,1535,0,8058.15,1085.37
2021-07-21 16:00:00,18,10715,2266,86,788,9410,1100,0,9646.75,747.13
2021-07-21 17:00:00,19,10795,2264,86,795,10155,896,0,10442.06,574.84
2021-07-21 18:00:00,19,12168,2264,86,368,10682,597,0,10832.71,562.55
2021-07-21 19:00:00,19,13696,2260,86,588,10742,864,0,10779.93,632.22
2021-07-21 20:00:00,17,15378,2263,86,978,10596,1137,0,10676.17,775.33
2021-07-21 21:00:00,16,16505,2266,86,1323,10616,1534,0,10465.83,976.42
2021-07-21 22:00:00,17,17157,2263,85,2058,10543,1791,0,9971.83,1243.05
2021-07-21 23:00:00,16,18652,2263,85,2769,9682,2160,0,9078.56,1616.04
2021-07-22 00:00:00,16,19544,2266,85,3123,8304,2619,8,7469.48,1982.9
2021-07-22 01:00:00,16,19637,2267,85,3433,5917,2936,260,3955.26,2221
2021-07-22 02:00:00,16,21236,2270,85,3835,2159,3159,270,635.41,2427.32
2021-07-22 03:00:00,17,20603,2270,85,3855,1,3066,580,3.08,2645.6
2021-07-22 04:00:00,17,19295,2272,85,3547,0,3147,706,0,2744.6
2021-07-22 05:00:00,18,17665,2272,85,2326,0,2925,514,0,2739.3
2021-07-22 06:00:00,17,15102,2274,85,1750,0,3059,147,0,2700.42
2021-07-22 07:00:00,18,13045,2271,85,1484,0,3142,167,0,2351.74
2021-07-22 08:00:00,17,12413,2269,86,879,0,2989,29,0,2199.68
2021-07-22 09:00:00,17,11294,2268,85,844,0,2763,118,0.05,1958.65
2021-07-22 10:00:00,16,11108,2269,86,852,0,2592,0,0.06,1664.8
2021-07-22 11:00:00,18,10799,2270,86,876,0,2312,71,0.06,1404.05
2021-07-22 12:00:00,18,10997,2269,86,920,0,2015,53,0.24,1187.48
2021-07-22 13:00:00,16,11675,2271,86,1043,8,1580,0,746.42,992.72
2021-07-22 14:00:00,17,11204,2270,85,1192,2869,1203,0,4743.73,771.76
2021-07-22 15:00:00,17,10927,2270,85,903,7282,1126,0,7944.13,574.75
2021-07-22 16:00:00,16,11593,2271,85,556,9270,975,0,9591.01,487.65
2021-07-22 17:00:00,15,11755,2268,85,520,10179,935,0,10363.15,496.41
2021-07-22 18:00:00,17,12439,2268,85,450,10951,899,0,10651.86,568.84
2021-07-22 19:00:00,16,13354,2264,87,682,11149,1166,0,10637.59,695.22
2021-07-22 20:00:00,16,14539,2264,85,823,11335,1486,0,10505.73,868.48
2021-07-22 21:00:00,17,15173,2262,85,1365,10741,1778,0,10071.12,1114.43
2021-07-22 22:00:00,17,16655,2263,85,1770,9917,2102,0,9593.44,1376.66
2021-07-22 23:00:00,17,17809,2262,84,2321,8457,2390,0,8746.94,1566.06
2021-07-23 00:00:00,17,18617,2261,84,2699,7484,2409,86,7203.88,1739.52
2021-07-23 01:00:00,16,19462,2264,85,3106,5258,2627,496,3653.38,1876.61
2021-07-23 02:00:00,16,19472,2266,84,3731,1720,2613,552,556.57,1959.18
2021-07-23 03:00:00,17,18508,2263,84,3888,0,2696,798,1.24,2077.91
2021-07-23 04:00:00,18,17985,2266,82,3263,0,2815,518,0.01,2171.61
2021-07-23 05:00:00,17,16212,2262,85,1930,0,2868,163,0,2191.06
2021-07-23 06:00:00,18,13877,2263,85,1609,0,3224,139,0.01,2162.97
2021-07-23 07:00:00,17,13181,2267,84,1213,0,3256,0,0.01,2045.48
2021-07-23 08:00:00,16,12751,2264,85,868,0,3051,0,0,1954.26
2021-07-23 09:00:00,17,11196,2264,85,857,0,3011,36,0.04,1771.24
2021-07-23 10:00:00,17,10817,2264,85,562,0,2728,82,0.05,1534.13
2021-07-23 11:00:00,18,11062,2264,85,638,0,2367,0,0.05,1241.44
2021-07-23 12:00:00,18,11020,2259,85,643,0,1824,156,0.2,986.12
2021-07-23 13:00:00,17,11550,2262,85,716,0,1465,207,698.64,849.9
2021-07-23 14:00:00,17,11281,2264,85,954,2491,1110,15,4598.7,653.58
2021-07-23 15:00:00,17,11514,2264,84,503,6603,983,0,7797.61,410.77
2021-07-23 16:00:00,17,11173,2261,85,193,9171,789,0,9464,282.11
2021-07-23 17:00:00,17,11568,2261,86,180,10094,742,0,10273.13,270.54
2021-07-23 18:00:00,17,11402,2264,85,327,10674,814,0,10724.97,313.76
2021-07-23 19:00:00,17,12825,2267,86,320,10660,771,0,10731.39,404.36
2021-07-23 20:00:00,15,13623,2266,86,639,10426,895,0,10582.9,569.2
2021-07-23 21:00:00,15,14093,2263,85,1068,10561,903,0,10299.06,853.29
2021-07-23 22:00:00,17,14723,2262,85,1591,10019,1041,0,9772,1219.16
2021-07-23 23:00:00,17,15229,2262,86,2204,9410,1553,11,8864.78,1571.66
2021-07-24 00:00:00,17,15752,2258,86,2947,8550,2110,0,7341.94,1893.32
2021-07-24 01:00:00,17,16167,2261,86,3456,6100,2554,65,3776.17,2166.16
2021-07-24 02:00:00,16,17326,2263,85,3566,2006,2713,774,568.19,2399.09
2021-07-24 03:00:00,15,17258,2263,87,3606,0,2989,613,1.25,2686.48
2021-07-24 04:00:00,17,17022,2265,86,2588,0,3392,414,0.01,2921.18
2021-07-24 05:00:00,18,15544,2265,86,1861,0,3267,321,0.01,2978.52
2021-07-24 06:00:00,18,13855,2266,87,1333,0,3335,186,0.01,2977.92
2021-07-24 07:00:00,17,12312,2265,86,1040,0,3753,59,0,2595.05
2021-07-24 08:00:00,16,12046,2264,86,832,0,3552,0,0,2490.57
2021-07-24 09:00:00,18,11901,2264,86,504,0,3162,0,0.06,2366.39
2021-07-24 10:00:00,18,11499,2264,86,509,0,3189,0,0.05,2282.7
2021-07-24 11:00:00,17,11162,2263,86,548,0,3123,0,0,2232.89
2021-07-24 12:00:00,17,11070,2262,86,551,0,2960,0,0.11,2142.7
2021-07-24 13:00:00,16,10708,2263,87,629,0,2652,83,616.81,1929.44
2021-07-24 14:00:00,16,11240,2263,85,397,1992,2097,0,4120.06,1511.19
2021-07-24 15:00:00,16,10617,2264,87,348,5149,1547,0,7084.7,1035.72
2021-07-24 16:00:00,17,10193,2264,87,99,7128,1297,0,8430.75,763.02
2021-07-24 17:00:00,17,9948,2264,87,97,8486,933,0,9042.05,650.76
2021-07-24 18:00:00,16,11100,2266,86,0,8405,594,0,9407.75,626.11
2021-07-24 19:00:00,17,11610,2266,86,0,8476,708,0,9617.95,706.69
2021-07-24 20:00:00,15,12002,2265,85,239,8737,830,0,9500.93,920.83
2021-07-24 21:00:00,15,12389,2265,86,645,8597,1145,0,9336.75,1246.88
2021-07-24 22:00:00,15,12654,2264,85,1186,8928,1418,0,8792.18,1649.12
2021-07-24 23:00:00,16,13817,2263,86,1461,8147,1590,0,8036.34,2043.23
2021-07-25 00:00:00,17,14892,2264,86,2150,6185,1977,31,6864.08,2414.08
2021-07-25 01:00:00,16,15487,2263,86,2754,4286,2024,405,3572.81,2764.72
2021-07-25 02:00:00,17,15963,2263,86,3284,1369,2442,919,536.16,2943.74
2021-07-25 03:00:00,17,15537,2263,87,2863,0,2915,930,1.13,3022.07
2021-07-25 04:00:00,16,15421,2264,86,2172,0,3130,658,0,3080.02
2021-07-25 05:00:00,16,14724,2264,87,1654,0,3070,270,0,3040.44
2021-07-25 06:00:00,16,13430,2266,86,1280,0,3281,117,0,2879.94
2021-07-25 07:00:00,16,12899,2264,86,1111,0,3376,0,0,2739.44
2021-07-25 08:00:00,16,12005,2264,86,872,0,3429,0,0,2631.71
2021-07-25 09:00:00,17,10817,2265,86,851,0,3188,0,0.05,2468
2021-07-25 10:00:00,17,10414,2267,86,851,0,3100,0,0.05,2304.81
2021-07-25 11:00:00,17,10183,2264,86,829,0,2916,0,0.05,2173.11
2021-07-25 12:00:00,16,10127,2261,86,830,0,2807,0,0.12,2006.23
2021-07-25 13:00:00,16,10110,2261,86,591,5,2614,11,571.07,1794.97
2021-07-25 14:00:00,15,10254,2263,87,425,2083,2367,0,3714.61,1439.1
2021-07-25 15:00:00,17,9253,2260,86,347,5560,2117,0,6432.55,1053.99
2021-07-25 16:00:00,16,8624,2261,85,344,8283,1836,0,7687.8,801.04
2021-07-25 17:00:00,15,9265,2260,86,50,8832,1261,0,8445.54,665.32
2021-07-25 18:00:00,15,10329,2261,85,188,9552,863,0,9038.96,635.44
2021-07-25 19:00:00,16,9835,2264,86,462,10182,807,0,9424.01,676.61
2021-07-25 20:00:00,15,10389,2263,85,511,10719,946,0,9541.92,808.07
2021-07-25 21:00:00,14,11025,2260,85,639,10152,1194,47,9382.42,1029.02
2021-07-25 22:00:00,15,12583,2261,86,897,9423,1331,21,8994.17,1269.07
2021-07-25 23:00:00,14,13296,2263,85,1358,9353,1796,0,8235.37,1441.15
2021-07-26 00:00:00,14,14175,2264,85,2194,7556,1987,115,6845.28,1569.99
2021-07-26 01:00:00,15,15054,2262,85,2557,5109,2544,249,3501.97,1654.9
2021-07-26 02:00:00,14,15484,2258,84,2856,1340,3569,587,537.38,1740.1
2021-07-26 03:00:00,16,15699,2260,87,2590,0,3833,825,1.12,1946.73
2021-07-26 04:00:00,17,15692,2261,86,2007,0,3622,833,0,2064.23
2021-07-26 05:00:00,17,14096,2263,86,1703,0,4186,388,0,1986.44
2021-07-26 06:00:00,17,13074,2263,87,1351,0,3679,243,0,1809.13
2021-07-26 07:00:00,18,11867,2264,87,955,0,3720,8,0,2279.29
2021-07-26 08:00:00,16,11749,2263,87,818,0,3214,0,0,2000.15
2021-07-26 09:00:00,18,11320,2261,87,765,0,2340,0,0,1671.21
2021-07-26 10:00:00,17,11782,2263,86,509,0,1837,0,0.04,1411.8
2021-07-26 11:00:00,17,11647,2263,86,508,0,1472,0,0.05,1231.67
2021-07-26 12:00:00,17,11675,2262,86,533,0,1426,0,0.09,1061.82
2021-07-26 13:00:00,15,11879,2257,86,958,0,1418,101,556.09,919.92
2021-07-26 14:00:00,16,12516,2257,85,1146,902,1346,251,3505,802.32
2021-07-26 15:00:00,17,12439,2257,85,841,2764,1406,0,6020.7,680.63
2021-07-26 16:00:00,15,13767,2259,86,487,5121,1398,0,7330.61,613.34
2021-07-26 17:00:00,15,13110,2260,85,848,6165,1192,0,8020.06,629.09
2021-07-26 18:00:00,15,13557,2263,86,644,8777,1283,0,8369.96,688.35
2021-07-26 19:00:00,16,13897,2264,86,721,9321,1115,0,8595.33,777.96
2021-07-26 20:00:00,15,14096,2263,86,965,9231,1237,0,8506.52,855.89
2021-07-26 21:00:00,16,14386,2263,85,1073,8863,1417,0,8407.98,871.59
2021-07-26 22:00:00,17,15199,2261,85,1537,8421,1651,0,7956.05,897.35
2021-07-26 23:00:00,17,16281,2257,85,1976,6835,1485,0,7285.87,955.99
2021-07-27 00:00:00,16,17646,2258,86,2634,5769,1387,56,6024.33,1027.7
2021-07-27 01:00:00,15,18443,2262,86,2858,4075,1284,435,2949.75,1066.65
2021-07-27 02:00:00,15,18384,2263,87,3344,1052,1424,986,422.42,1079.48
2021-07-27 03:00:00,16,18079,2260,86,3336,0,1108,1039,0.88,1109.26
2021-07-27 04:00:00,16,17828,2259,87,2867,0,1102,949,0.01,1080.47
2021-07-27 05:00:00,17,17044,2260,86,2130,0,911,647,0,971.89
2021-07-27 06:00:00,17,15758,2262,86,1283,0,1015,296,0,840.84
2021-07-27 07:00:00,17,14860,2264,86,925,0,703,22,0.01,841.37
2021-07-27 08:00:00,17,13668,2261,86,681,0,931,0,0.01,641.54
2021-07-27 09:00:00,18,12236,2260,86,704,0,899,0,0.01,551.49
2021-07-27 10:00:00,17,12827,2262,87,377,0,494,0,0.07,438.12
2021-07-27 11:00:00,18,12443,2260,86,390,0,393,0,0.07,309.38
2021-07-27 12:00:00,17,12347,2261,86,535,0,383,60,0.16,235.98
2021-07-27 13:00:00,15,12455,2257,85,1098,21,403,103,779.5,181.04
2021-07-27 14:00:00,17,12685,2257,84,725,3206,280,0,4848.41,125.16
2021-07-27 15:00:00,17,11920,2257,86,692,7920,252,0,8422.49,89.58
2021-07-27 16:00:00,16,11375,2261,86,818,10313,331,0,10184.83,102.03
2021-07-27 17:00:00,16,11239,2261,82,760,11342,295,0,11017.5,139.95
2021-07-27 18:00:00,16,12522,2261,84,650,11845,387,0,11461.73,198.78
2021-07-27 19:00:00,16,13025,2264,86,740,12066,476,0,11672.86,258.78
2021-07-27 20:00:00,15,13982,2262,86,1060,11959,546,0,11511.02,287
2021-07-27 21:00:00,14,14991,2260,85,1379,11410,630,0,11238.87,297.03
2021-07-27 22:00:00,16,16954,2260,84,1606,11831,511,0,10679.22,306.86
2021-07-27 23:00:00,17,18400,2260,84,2423,10877,679,0,9715.59,347.1
2021-07-28 00:00:00,16,19430,2262,85,3019,9270,1046,9,7816.67,446.77
2021-07-28 01:00:00,18,20629,2258,84,3267,6718,1259,735,4102.17,584.11
2021-07-28 02:00:00,17,21770,2258,84,3717,1966,1566,1145,600.97,714.18
2021-07-28 03:00:00,19,21503,2260,85,3456,0,1397,972,0.94,841.19
2021-07-28 04:00:00,18,20023,2276,84,3099,0,1206,913,0,972.96
2021-07-28 05:00:00,19,18872,2260,84,2367,0,1174,511,0,1146.33
2021-07-28 06:00:00,18,16751,2260,86,1892,0,1452,416,0,1266.36
2021-07-28 07:00:00,18,14376,2262,86,1556,0,1695,0,0,1437.83
2021-07-28 08:00:00,17,13060,2264,87,1053,0,2041,0,0,1454.1
2021-07-28 09:00:00,17,12477,2265,86,962,0,2192,0,0.06,1357.88
2021-07-28 10:00:00,18,12627,2265,87,645,0,2061,0,0.06,1209.33
2021-07-28 11:00:00,16,12647,2264,87,658,0,1614,0,0.06,1049.69
2021-07-28 12:00:00,17,12390,2264,87,984,0,1318,0,0.6,870.56
2021-07-28 13:00:00,13,13908,2263,86,914,0,1210,191,730.4,742.81
2021-07-28 14:00:00,13,13558,2264,86,898,2699,827,0,4785.8,633.25
2021-07-28 15:00:00,14,13669,2264,54,476,7130,703,0,8343.96,481.63
2021-07-28 16:00:00,12,12970,2264,53,541,9292,468,0,10131.44,359.36
2021-07-28 17:00:00,14,13259,2262,73,739,10524,379,0,10973.92,279.56
2021-07-28 18:00:00,14,14105,2264,85,809,11574,435,0,11496.22,244.72
2021-07-28 19:00:00,15,15696,2265,85,1431,10371,394,0,11608.8,237.89
2021-07-28 20:00:00,15,17487,2266,85,1465,10469,585,0,11502.29,271.07
2021-07-28 21:00:00,15,19260,2266,85,1859,10486,666,32,11189.15,395.95
2021-07-28 22:00:00,15,21091,2267,85,2744,10191,791,0,10711.08,680.07
2021-07-28 23:00:00,16,22365,2267,85,3057,9725,1431,0,9862.66,1080.33
2021-07-29 00:00:00,16,22722,2266,84,3240,8868,1870,489,8204.12,1459.46
2021-07-29 01:00:00,16,23130,2266,84,3597,6315,2357,456,4094.42,1732.2
2021-07-29 02:00:00,17,24265,2267,85,4056,1441,2333,815,593.13,1974.08
2021-07-29 03:00:00,17,23862,2267,85,3700,0,3013,656,0.85,2230.68
2021-07-29 04:00:00,17,22619,2266,85,3323,0,3125,719,0,2407.44
2021-07-29 05:00:00,17,18771,2263,85,2212,0,3345,576,0,2495.44
2021-07-29 06:00:00,16,16994,2265,86,2164,0,3492,232,0,2530.52
2021-07-29 07:00:00,16,15671,2265,86,1605,0,3426,209,0,2347.12
2021-07-29 08:00:00,15,14480,2266,86,989,0,2851,20,0,2354.07
2021-07-29 09:00:00,15,14126,2266,86,761,0,2618,0,0.06,2362.22
2021-07-29 10:00:00,16,13337,2268,87,703,0,2394,0,0.05,2302.63
2021-07-29 11:00:00,16,13033,2267,86,761,0,2340,0,0.05,2135.65
2021-07-29 12:00:00,16,13039,2268,86,815,0,2078,0,0.52,1950.27
2021-07-29 13:00:00,15,13589,2267,87,1172,0,1817,147,714.32,1768.84
2021-07-29 14:00:00,14,13170,2266,85,1247,2955,1498,0,4748,1426.69
2021-07-29 15:00:00,15,12728,2267,86,1121,7574,1172,0,8274.13,981.75
2021-07-29 16:00:00,16,12651,2265,87,1059,10030,996,0,9974.72,640.56
2021-07-29 17:00:00,16,13648,2266,87,1123,10891,690,0,10771.6,463.89
2021-07-29 18:00:00,15,14903,2264,86,1197,11465,555,0,11019.63,398.57
2021-07-29 19:00:00,15,16341,2265,86,1215,11651,517,0,11022.22,393.66
2021-07-29 20:00:00,15,18265,2267,87,1484,11677,577,0,10855.8,513.54
2021-07-29 21:00:00,16,19845,2268,87,2364,11013,817,0,10601.53,773.53
2021-07-29 22:00:00,14,21560,2268,86,2552,10459,1461,74,10024.7,1131.65
2021-07-29 23:00:00,15,22377,2270,86,2685,9022,2827,0,9045.85,1559.99
2021-07-30 00:00:00,16,23195,2271,86,2786,7858,3077,339,7537.37,2016.89
2021-07-30 01:00:00,17,22960,2271,86,3090,5283,3555,591,3685.64,2352.82
2021-07-30 02:00:00,18,23893,2271,86,3562,1420,3519,629,515.99,2519.02
2021-07-30 03:00:00,15,23668,2268,85,3534,0,3239,770,0.78,2623.56
2021-07-30 04:00:00,10,22457,2266,86,3437,0,3578,819,0.01,2704.14
2021-07-30 05:00:00,7,20315,2265,86,3080,0,3603,704,0,2749.86
2021-07-30 06:00:00,6,17976,2266,86,2379,0,3585,427,0,2713.75
2021-07-30 07:00:00,8,16547,2269,86,1801,0,3325,410,0.01,2668.68
2021-07-30 08:00:00,9,16172,2268,86,1000,0,2995,0,0.07,2396.78
2021-07-30 09:00:00,9,15210,2268,86,803,0,2603,0,0.01,2196.11
2021-07-30 10:00:00,7,14702,2269,86,713,0,1918,0,0.06,1998.26
2021-07-30 11:00:00,7,14403,2269,85,733,0,1650,0,0.06,1715.55
2021-07-30 12:00:00,7,14947,2266,86,780,0,1561,0,0.42,1464.19
2021-07-30 13:00:00,5,15566,2266,86,855,0,1395,0,558.75,1184.46
2021-07-30 14:00:00,6,15817,2267,86,1128,1848,1196,0,3813.46,903.21
2021-07-30 15:00:00,6,15132,2267,86,982,5288,1316,0,6828.36,662.98
2021-07-30 16:00:00,5,14258,2267,86,998,7156,1257,0,8239.72,600.79
2021-07-30 17:00:00,6,14786,2266,86,1167,8427,1175,0,8972.81,600.67
2021-07-30 18:00:00,4,15239,2265,86,1244,8959,980,0,9362.81,567.84
2021-07-30 19:00:00,5,17204,2265,87,1270,9362,1184,0,9432.89,561.45
2021-07-30 20:00:00,5,18237,2266,87,1952,9272,1292,0,9334.37,633.34
2021-07-30 21:00:00,5,20708,2265,86,1745,9009,1052,0,9037.02,801.65
2021-07-30 22:00:00,5,22300,2267,85,2357,8076,1626,0,8516.81,1042.14
2021-07-30 23:00:00,6,22560,2266,85,2734,7132,1549,258,7617.39,1285.8
2021-07-31 00:00:00,4,23043,2264,86,2755,6212,1788,237,6095.94,1497.29
2021-07-31 01:00:00,6,24136,2265,85,2995,3102,1911,383,2958.69,1616.14
2021-07-31 02:00:00,6,23822,2267,85,3404,973,1954,347,420.01,1722.55
2021-07-31 03:00:00,8,23153,2265,85,3417,0,1806,566,0.64,1806.95
2021-07-31 04:00:00,8,23194,2263,84,3308,0,1687,458,0,1946.28
2021-07-31 05:00:00,8,20482,2262,85,2257,0,1567,246,0,2003.64
2021-07-31 06:00:00,8,17890,2263,85,1968,0,1597,14,0,1894.17
2021-07-31 07:00:00,8,17223,2264,85,1416,0,1425,5,0.01,1732.63
2021-07-31 08:00:00,8,14944,2267,85,774,0,1404,216,0.01,1753.38
2021-07-31 09:00:00,9,13616,2265,85,789,0,1403,16,0.01,1764.73
2021-07-31 10:00:00,8,13100,2267,85,714,0,1415,0,0.01,1695.9
2021-07-31 11:00:00,8,12893,2266,86,734,0,1471,0,0.01,1541.59
2021-07-31 12:00:00,9,12019,2264,85,765,0,1470,0,0.38,1364.86
2021-07-31 13:00:00,9,11649,2265,86,707,0,1494,52,551.15,1222.98
2021-07-31 14:00:00,8,12068,2267,86,535,2230,1657,0,3831.79,1067.83
2021-07-31 15:00:00,9,11591,2265,87,177,6658,1660,0,6912.53,832.13
2021-07-31 16:00:00,8,11483,2265,86,153,9341,1437,0,8449.36,616.62
2021-07-31 17:00:00,5,11690,2264,86,160,10622,1374,0,9280.9,513.42
2021-07-31 18:00:00,4,11770,2263,86,402,11102,1180,0,9835.85,489.27
2021-07-31 19:00:00,8,11875,2263,81,347,11494,1232,0,9988.96,537.93
2021-07-31 20:00:00,7,12553,2262,52,422,11483,1268,0,9882.91,678.73
2021-07-31 21:00:00,7,13294,2260,52,941,11051,1160,0,9691.48,920.87
2021-07-31 22:00:00,8,14449,2260,51,1267,10729,1134,0,9208.62,1260.69
2021-07-31 23:00:00,7,15034,2262,52,1650,9820,1413,0,8349.07,1661.06
2021-08-01 00:00:00,7,15640,2265,55,2205,9184,1885,26,6948.62,2000.76
2021-08-01 01:00:00,7,16910,2266,80,3328,6383,2455,161,3355.51,2314.45
2021-08-01 02:00:00,8,18533,2267,84,3384,1821,2356,758,471.72,2577.48
2021-08-01 03:00:00,6,18606,2266,84,3180,0,2659,665,0.56,2789.49
2021-08-01 04:00:00,9,18288,2264,84,2308,0,2935,737,0.01,3025.4
2021-08-01 05:00:00,8,16404,2263,85,1616,0,3005,691,0.01,3099.92
2021-08-01 06:00:00,10,13973,2263,86,1324,0,3584,509,0.01,2997.71
2021-08-01 07:00:00,9,12601,2264,55,1051,0,3539,0,0.01,2865.53
2021-08-01 08:00:00,6,11235,2263,46,716,0,3559,0,0.01,2780.21
2021-08-01 09:00:00,9,11006,2264,46,748,0,3301,0,0,2527.28
2021-08-01 10:00:00,8,9972,2266,46,700,0,2689,0,0.01,2129.39
2021-08-01 11:00:00,9,9942,2261,46,716,0,2324,0,0,1803.49
2021-08-01 12:00:00,8,10233,2263,46,426,0,2089,0,0.4,1624.63
