UTC time,Local time,nuclear,unknown,wind,hydro
2020-04-05 18:00:00,2020-04-05 19:00:00,5715,1198,2097,10330
2020-04-05 19:00:00,2020-04-05 20:00:00,5711,1186,2204,10372
2020-04-05 20:00:00,2020-04-05 21:00:00,5719,1196,2398,10246
2020-04-05 21:00:00,2020-04-05 22:00:00,5712,1173,2746,9481
2020-04-05 22:00:00,2020-04-05 23:00:00,5710,1158,2882,9384
2020-04-05 23:00:00,2020-04-06 00:00:00,5751,1195,3240,8948
2020-04-06 00:00:00,2020-04-06 01:00:00,5749,1169,3197,8927
2020-04-06 01:00:00,2020-04-06 02:00:00,5751,1163,3285,8915
2020-04-06 02:00:00,2020-04-06 03:00:00,5748,1161,3247,9220
2020-04-06 03:00:00,2020-04-06 04:00:00,5748,1159,3171,9265
2020-04-06 04:00:00,2020-04-06 05:00:00,5745,1179,3237,9476
2020-04-06 05:00:00,2020-04-06 06:00:00,5751,1217,3134,9851
2020-04-06 06:00:00,2020-04-06 07:00:00,5751,1268,3145,10845
2020-04-06 07:00:00,2020-04-06 08:00:00,5739,1304,2823,10989
2020-04-06 08:00:00,2020-04-06 09:00:00,5746,1341,2506,11053
2020-04-06 09:00:00,2020-04-06 10:00:00,5742,1336,2374,11120
2020-04-06 10:00:00,2020-04-06 11:00:00,5746,1328,2312,10822
2020-04-06 11:00:00,2020-04-06 12:00:00,5735,1349,2548,10184
2020-04-06 12:00:00,2020-04-06 13:00:00,5735,1346,2916,9669
2020-04-06 13:00:00,2020-04-06 14:00:00,5738,1331,3134,9538
2020-04-06 14:00:00,2020-04-06 15:00:00,5740,1325,3249,9478
2020-04-06 15:00:00,2020-04-06 16:00:00,5735,1307,3306,9449
2020-04-06 16:00:00,2020-04-06 17:00:00,5735,1307,3384,9551
2020-04-06 17:00:00,2020-04-06 18:00:00,5736,1298,3603,9556
2020-04-06 18:00:00,2020-04-06 19:00:00,5736,1309,4039,9604
2020-04-06 19:00:00,2020-04-06 20:00:00,5737,1293,4327,9571
2020-04-06 20:00:00,2020-04-06 21:00:00,5739,1282,4469,9400
2020-04-06 21:00:00,2020-04-06 22:00:00,5737,1243,4575,9372
2020-04-06 22:00:00,2020-04-06 23:00:00,5745,1249,4611,9186
2020-04-06 23:00:00,2020-04-07 00:00:00,5787,1246,4467,8924
2020-04-07 00:00:00,2020-04-07 01:00:00,6071,1227,4333,8641
2020-04-07 01:00:00,2020-04-07 02:00:00,5874,1221,4144,8646
2020-04-07 02:00:00,2020-04-07 03:00:00,5658,1213,3982,8795
2020-04-07 03:00:00,2020-04-07 04:00:00,5467,1220,3887,9153
2020-04-07 04:00:00,2020-04-07 05:00:00,5344,1231,3825,9549
2020-04-07 05:00:00,2020-04-07 06:00:00,5211,1281,3744,9853
2020-04-07 06:00:00,2020-04-07 07:00:00,5199,1343,3589,10135
2020-04-07 07:00:00,2020-04-07 08:00:00,5109,1359,3511,10104
2020-04-07 08:00:00,2020-04-07 09:00:00,5002,1344,3722,9978
2020-04-07 09:00:00,2020-04-07 10:00:00,4995,1322,4049,9891
2020-04-07 10:00:00,2020-04-07 11:00:00,4995,1323,4592,9842
2020-04-07 11:00:00,2020-04-07 12:00:00,5131,1297,5183,9478
2020-04-07 12:00:00,2020-04-07 13:00:00,5216,1309,5427,9008
2020-04-07 13:00:00,2020-04-07 14:00:00,5305,1288,5465,8855
2020-04-07 14:00:00,2020-04-07 15:00:00,5300,1270,5413,8893
2020-04-07 15:00:00,2020-04-07 16:00:00,5296,1285,5087,8938
2020-04-07 16:00:00,2020-04-07 17:00:00,5297,1311,4577,9159
2020-04-07 17:00:00,2020-04-07 18:00:00,5308,1283,4082,9313
2020-04-07 18:00:00,2020-04-07 19:00:00,5307,1291,3751,9651
2020-04-07 19:00:00,2020-04-07 20:00:00,5303,1284,3672,9679
2020-04-07 20:00:00,2020-04-07 21:00:00,5303,1258,3616,9642
2020-04-07 21:00:00,2020-04-07 22:00:00,5305,1238,3667,9306
2020-04-07 22:00:00,2020-04-07 23:00:00,5309,1190,3833,9098
2020-04-07 23:00:00,2020-04-08 00:00:00,5080,1172,4203,7754
2020-04-08 00:00:00,2020-04-08 01:00:00,5075,1152,4425,7582
2020-04-08 01:00:00,2020-04-08 02:00:00,5070,1150,4629,7561
2020-04-08 02:00:00,2020-04-08 03:00:00,5074,1158,4775,7577
2020-04-08 03:00:00,2020-04-08 04:00:00,5075,1154,4843,7642
2020-04-08 04:00:00,2020-04-08 05:00:00,5072,1165,4948,7861
2020-04-08 05:00:00,2020-04-08 06:00:00,5083,1194,4992,8552
2020-04-08 06:00:00,2020-04-08 07:00:00,5075,1268,4908,8977
2020-04-08 07:00:00,2020-04-08 08:00:00,5066,1311,4685,9170
2020-04-08 08:00:00,2020-04-08 09:00:00,5066,1314,4429,9185
2020-04-08 09:00:00,2020-04-08 10:00:00,5071,1301,4486,9125
2020-04-08 10:00:00,2020-04-08 11:00:00,5073,1287,4777,8815
2020-04-08 11:00:00,2020-04-08 12:00:00,5077,1282,5155,8371
2020-04-08 12:00:00,2020-04-08 13:00:00,5072,1281,5369,8234
2020-04-08 13:00:00,2020-04-08 14:00:00,5076,1261,5621,8147
2020-04-08 14:00:00,2020-04-08 15:00:00,5079,1269,5544,8170
2020-04-08 15:00:00,2020-04-08 16:00:00,5072,1280,5453,8192
2020-04-08 16:00:00,2020-04-08 17:00:00,5069,1282,5251,8179
2020-04-08 17:00:00,2020-04-08 18:00:00,5073,1276,5170,8435
2020-04-08 18:00:00,2020-04-08 19:00:00,5070,1261,5176,8597
2020-04-08 19:00:00,2020-04-08 20:00:00,5073,1269,5210,8630
2020-04-08 20:00:00,2020-04-08 21:00:00,5076,1268,5012,8462
2020-04-08 21:00:00,2020-04-08 22:00:00,5075,1258,5051,8235
2020-04-08 22:00:00,2020-04-08 23:00:00,5076,1244,5178,8117
2020-04-08 23:00:00,2020-04-09 00:00:00,5077,1260,5189,7635
2020-04-09 00:00:00,2020-04-09 01:00:00,5074,1242,5255,7468
2020-04-09 01:00:00,2020-04-09 02:00:00,5077,1235,5208,7365
2020-04-09 02:00:00,2020-04-09 03:00:00,5080,1228,5242,7382
2020-04-09 03:00:00,2020-04-09 04:00:00,5081,1234,5362,7471
2020-04-09 04:00:00,2020-04-09 05:00:00,5081,1251,5402,7626
2020-04-09 05:00:00,2020-04-09 06:00:00,5079,1276,5324,8171
2020-04-09 06:00:00,2020-04-09 07:00:00,5078,1299,5212,8763
2020-04-09 07:00:00,2020-04-09 08:00:00,5080,1317,4998,9117
2020-04-09 08:00:00,2020-04-09 09:00:00,5081,1342,4959,9250
2020-04-09 09:00:00,2020-04-09 10:00:00,5083,1270,4935,9023
2020-04-09 10:00:00,2020-04-09 11:00:00,5073,1268,4763,8910
2020-04-09 11:00:00,2020-04-09 12:00:00,5079,1266,4639,8903
2020-04-09 12:00:00,2020-04-09 13:00:00,5077,1247,4357,8848
2020-04-09 13:00:00,2020-04-09 14:00:00,5079,1221,4221,8873
2020-04-09 14:00:00,2020-04-09 15:00:00,5071,1223,4062,8860
2020-04-09 15:00:00,2020-04-09 16:00:00,5072,1223,3964,8978
2020-04-09 16:00:00,2020-04-09 17:00:00,5072,1270,3831,9041
2020-04-09 17:00:00,2020-04-09 18:00:00,5074,1243,3702,9480
2020-04-09 18:00:00,2020-04-09 19:00:00,5083,1236,3494,9725
2020-04-09 19:00:00,2020-04-09 20:00:00,5079,1233,3410,9738
2020-04-09 20:00:00,2020-04-09 21:00:00,5078,1191,3236,9685
2020-04-09 21:00:00,2020-04-09 22:00:00,5082,1204,3152,9233
2020-04-09 22:00:00,2020-04-09 23:00:00,5085,1195,2980,9228
2020-04-09 23:00:00,2020-04-10 00:00:00,5084,1211,2919,8844
2020-04-10 00:00:00,2020-04-10 01:00:00,5081,1195,2837,8782
2020-04-10 01:00:00,2020-04-10 02:00:00,5083,1190,2877,8812
2020-04-10 02:00:00,2020-04-10 03:00:00,5087,1193,3002,8848
2020-04-10 03:00:00,2020-04-10 04:00:00,5076,1207,3034,9030
2020-04-10 04:00:00,2020-04-10 05:00:00,5079,1223,3065,9167
2020-04-10 05:00:00,2020-04-10 06:00:00,5082,1246,2821,9489
2020-04-10 06:00:00,2020-04-10 07:00:00,5082,1268,2647,9868
2020-04-10 07:00:00,2020-04-10 08:00:00,5083,1297,2380,10210
2020-04-10 08:00:00,2020-04-10 09:00:00,5077,1319,2278,10165
2020-04-10 09:00:00,2020-04-10 10:00:00,5081,1331,2426,10123
2020-04-10 10:00:00,2020-04-10 11:00:00,5080,1330,2487,9878
2020-04-10 11:00:00,2020-04-10 12:00:00,5082,1330,2687,9668
2020-04-10 12:00:00,2020-04-10 13:00:00,5080,1318,2808,9469
2020-04-10 13:00:00,2020-04-10 14:00:00,5080,1289,2892,9255
2020-04-10 14:00:00,2020-04-10 15:00:00,5077,1287,2987,9163
2020-04-10 15:00:00,2020-04-10 16:00:00,5079,1304,3071,8865
2020-04-10 16:00:00,2020-04-10 17:00:00,5076,1310,3029,9111
2020-04-10 17:00:00,2020-04-10 18:00:00,5083,1317,2868,9417
2020-04-10 18:00:00,2020-04-10 19:00:00,5073,1311,2664,9651
2020-04-10 19:00:00,2020-04-10 20:00:00,5077,1298,2687,9651
2020-04-10 20:00:00,2020-04-10 21:00:00,5082,1281,2879,9689
2020-04-10 21:00:00,2020-04-10 22:00:00,5080,1265,2849,9515
2020-04-10 22:00:00,2020-04-10 23:00:00,5078,1241,3007,9268
2020-04-10 23:00:00,2020-04-11 00:00:00,5079,1220,2924,8875
2020-04-11 00:00:00,2020-04-11 01:00:00,5077,1200,2943,8708
2020-04-11 01:00:00,2020-04-11 02:00:00,5074,1192,2916,8844
2020-04-11 02:00:00,2020-04-11 03:00:00,5083,1192,2761,8975
2020-04-11 03:00:00,2020-04-11 04:00:00,5075,1188,2545,9200
2020-04-11 04:00:00,2020-04-11 05:00:00,5075,1204,2238,9433
2020-04-11 05:00:00,2020-04-11 06:00:00,5081,1212,1779,9825
2020-04-11 06:00:00,2020-04-11 07:00:00,5082,1243,1377,10395
2020-04-11 07:00:00,2020-04-11 08:00:00,5077,1282,896,10592
2020-04-11 08:00:00,2020-04-11 09:00:00,5076,1286,637,10676
2020-04-11 09:00:00,2020-04-11 10:00:00,5074,1281,497,10596
2020-04-11 10:00:00,2020-04-11 11:00:00,5078,1277,538,10542
2020-04-11 11:00:00,2020-04-11 12:00:00,5082,1285,664,10301
2020-04-11 12:00:00,2020-04-11 13:00:00,5092,1276,872,10152
2020-04-11 13:00:00,2020-04-11 14:00:00,5089,1251,1155,9983
2020-04-11 14:00:00,2020-04-11 15:00:00,5088,1264,1506,10065
2020-04-11 15:00:00,2020-04-11 16:00:00,5090,1292,1719,9915
2020-04-11 16:00:00,2020-04-11 17:00:00,5090,1311,1719,9904
2020-04-11 17:00:00,2020-04-11 18:00:00,5092,600,1719,9904
2020-04-11 18:00:00,2020-04-11 19:00:00,5094,1309,2803,9599
2020-04-11 19:00:00,2020-04-11 20:00:00,5092,1307,3262,9392
2020-04-11 20:00:00,2020-04-11 21:00:00,5088,1293,3704,9207
2020-04-11 21:00:00,2020-04-11 22:00:00,5088,1257,4062,8966
2020-04-11 22:00:00,2020-04-11 23:00:00,5092,1230,4295,8782
2020-04-11 23:00:00,2020-04-12 00:00:00,5059,1203,4614,8290
2020-04-12 00:00:00,2020-04-12 01:00:00,4806,1189,4796,8186
2020-04-12 01:00:00,2020-04-12 02:00:00,4727,1181,4812,8143
2020-04-12 02:00:00,2020-04-12 03:00:00,4723,1183,4906,8088
2020-04-12 03:00:00,2020-04-12 04:00:00,4735,1188,4932,8053
2020-04-12 04:00:00,2020-04-12 05:00:00,4726,1195,4963,8113
2020-04-12 05:00:00,2020-04-12 06:00:00,4723,1196,5048,8221
2020-04-12 06:00:00,2020-04-12 07:00:00,4724,1203,5181,8278
2020-04-12 07:00:00,2020-04-12 08:00:00,4728,1219,5271,8302
2020-04-12 08:00:00,2020-04-12 09:00:00,4723,1228,5256,8355
2020-04-12 09:00:00,2020-04-12 10:00:00,4722,1252,5394,8375
2020-04-12 10:00:00,2020-04-12 11:00:00,4725,1260,5617,8383
2020-04-12 11:00:00,2020-04-12 12:00:00,4724,1259,5814,8108
2020-04-12 12:00:00,2020-04-12 13:00:00,4728,1265,6164,7570
2020-04-12 13:00:00,2020-04-12 14:00:00,4716,1247,6256,6867
2020-04-12 14:00:00,2020-04-12 15:00:00,4728,1252,6385,7047
2020-04-12 15:00:00,2020-04-12 16:00:00,4726,1261,6440,7618
2020-04-12 16:00:00,2020-04-12 17:00:00,4727,1274,6480,7895
2020-04-12 17:00:00,2020-04-12 18:00:00,4724,1264,6573,7892
2020-04-12 18:00:00,2020-04-12 19:00:00,4717,1254,6551,7879
2020-04-12 19:00:00,2020-04-12 20:00:00,4722,1254,6619,7756
2020-04-12 20:00:00,2020-04-12 21:00:00,4721,1249,6630,7675
2020-04-12 21:00:00,2020-04-12 22:00:00,4725,1240,6604,7583
2020-04-12 22:00:00,2020-04-12 23:00:00,4733,1224,6626,7086
2020-04-12 23:00:00,2020-04-13 00:00:00,4730,1182,6919,6414
2020-04-13 00:00:00,2020-04-13 01:00:00,4726,1155,7031,5648
2020-04-13 01:00:00,2020-04-13 02:00:00,4731,1155,7059,5386
2020-04-13 02:00:00,2020-04-13 03:00:00,4729,1144,6986,4940
2020-04-13 03:00:00,2020-04-13 04:00:00,4730,1149,6929,5011
2020-04-13 04:00:00,2020-04-13 05:00:00,4723,1151,6916,5193
2020-04-13 05:00:00,2020-04-13 06:00:00,4733,1157,6907,5191
2020-04-13 06:00:00,2020-04-13 07:00:00,4727,1217,6926,5130
2020-04-13 07:00:00,2020-04-13 08:00:00,4726,1251,7094,5237
2020-04-13 08:00:00,2020-04-13 09:00:00,4723,1269,7267,5258
2020-04-13 09:00:00,2020-04-13 10:00:00,4722,1266,7358,5344
2020-04-13 10:00:00,2020-04-13 11:00:00,4722,1263,7438,5343
2020-04-13 11:00:00,2020-04-13 12:00:00,4724,1254,7440,5285
2020-04-13 12:00:00,2020-04-13 13:00:00,4727,1250,7413,5293
2020-04-13 13:00:00,2020-04-13 14:00:00,4717,1238,7448,5250
2020-04-13 14:00:00,2020-04-13 15:00:00,4723,1232,7427,5290
2020-04-13 15:00:00,2020-04-13 16:00:00,4719,1266,7470,5314
2020-04-13 16:00:00,2020-04-13 17:00:00,4719,1255,7431,5720
2020-04-13 17:00:00,2020-04-13 18:00:00,4718,1243,7312,7144
2020-04-13 18:00:00,2020-04-13 19:00:00,4730,1217,7081,7742
2020-04-13 19:00:00,2020-04-13 20:00:00,4718,1205,6917,7999
2020-04-13 20:00:00,2020-04-13 21:00:00,4724,1197,6859,8087
2020-04-13 21:00:00,2020-04-13 22:00:00,4720,1185,6780,8091
2020-04-13 22:00:00,2020-04-13 23:00:00,4721,1170,6751,7994
2020-04-13 23:00:00,2020-04-14 00:00:00,4772,1153,6713,8166
2020-04-14 00:00:00,2020-04-14 01:00:00,4977,1140,6672,8171
2020-04-14 01:00:00,2020-04-14 02:00:00,5062,1135,6599,8210
2020-04-14 02:00:00,2020-04-14 03:00:00,5161,1145,6587,8225
2020-04-14 03:00:00,2020-04-14 04:00:00,5354,1143,6440,8279
2020-04-14 04:00:00,2020-04-14 05:00:00,5524,1181,6287,8209
2020-04-14 05:00:00,2020-04-14 06:00:00,5537,1297,6097,7711
2020-04-14 06:00:00,2020-04-14 07:00:00,5548,1401,5752,8020
2020-04-14 07:00:00,2020-04-14 08:00:00,5562,1444,5382,8221
2020-04-14 08:00:00,2020-04-14 09:00:00,5613,571,5216,8498
2020-04-14 09:00:00,2020-04-14 10:00:00,5613,1462,4845,8696
2020-04-14 10:00:00,2020-04-14 11:00:00,5634,1434,4702,8841
2020-04-14 11:00:00,2020-04-14 12:00:00,5621,1399,4366,9039
2020-04-14 12:00:00,2020-04-14 13:00:00,5630,1304,4160,9229
2020-04-14 13:00:00,2020-04-14 14:00:00,5701,1264,3777,9134
2020-04-14 14:00:00,2020-04-14 15:00:00,5730,1241,3467,9179
2020-04-14 15:00:00,2020-04-14 16:00:00,5769,1229,3324,9126
2020-04-14 16:00:00,2020-04-14 17:00:00,5772,1197,3262,8995
2020-04-14 17:00:00,2020-04-14 18:00:00,5770,1190,3432,8918
2020-04-14 18:00:00,2020-04-14 19:00:00,5774,1177,3742,8786
2020-04-14 19:00:00,2020-04-14 20:00:00,5775,1193,3933,8730
2020-04-14 20:00:00,2020-04-14 21:00:00,5775,1179,4159,8581
2020-04-14 21:00:00,2020-04-14 22:00:00,5803,1171,4511,8331
2020-04-14 22:00:00,2020-04-14 23:00:00,5804,1162,4930,8037
2020-04-14 23:00:00,2020-04-15 00:00:00,5832,1135,5284,7425
2020-04-15 00:00:00,2020-04-15 01:00:00,5825,1119,5631,7243
2020-04-15 01:00:00,2020-04-15 02:00:00,5827,1116,5891,7104
2020-04-15 02:00:00,2020-04-15 03:00:00,5826,1117,6042,7015
2020-04-15 03:00:00,2020-04-15 04:00:00,5827,1116,6098,7012
2020-04-15 04:00:00,2020-04-15 05:00:00,5827,1121,5975,7066
2020-04-15 05:00:00,2020-04-15 06:00:00,5826,1140,5856,7221
2020-04-15 06:00:00,2020-04-15 07:00:00,5828,1188,5576,7533
2020-04-15 07:00:00,2020-04-15 08:00:00,5823,1248,5431,7647
2020-04-15 08:00:00,2020-04-15 09:00:00,5825,1266,5307,7709
2020-04-15 09:00:00,2020-04-15 10:00:00,5823,1271,5327,7694
2020-04-15 10:00:00,2020-04-15 11:00:00,5820,1230,5114,7637
2020-04-15 11:00:00,2020-04-15 12:00:00,5825,1228,4794,7872
2020-04-15 12:00:00,2020-04-15 13:00:00,5819,1221,4402,8101
2020-04-15 13:00:00,2020-04-15 14:00:00,5817,1220,4126,8257
2020-04-15 14:00:00,2020-04-15 15:00:00,5821,1211,3822,8460
2020-04-15 15:00:00,2020-04-15 16:00:00,5818,1218,3735,8543
2020-04-15 16:00:00,2020-04-15 17:00:00,5821,1212,3880,8588
2020-04-15 17:00:00,2020-04-15 18:00:00,5819,1195,4076,8626
2020-04-15 18:00:00,2020-04-15 19:00:00,5823,1168,4357,8633
2020-04-15 19:00:00,2020-04-15 20:00:00,5818,1141,4634,8691
2020-04-15 20:00:00,2020-04-15 21:00:00,5820,1120,4962,8596
2020-04-15 21:00:00,2020-04-15 22:00:00,5820,1102,5277,8488
2020-04-15 22:00:00,2020-04-15 23:00:00,5818,1086,5567,8258
2020-04-15 23:00:00,2020-04-16 00:00:00,5783,1057,5886,6689
2020-04-16 00:00:00,2020-04-16 01:00:00,5498,1038,5935,6254
2020-04-16 01:00:00,2020-04-16 02:00:00,5507,1038,5965,6196
2020-04-16 02:00:00,2020-04-16 03:00:00,5498,1032,6005,6318
2020-04-16 03:00:00,2020-04-16 04:00:00,5496,1032,5963,6511
2020-04-16 04:00:00,2020-04-16 05:00:00,5503,1037,5930,7016
2020-04-16 05:00:00,2020-04-16 06:00:00,5502,1037,5660,7473
2020-04-16 06:00:00,2020-04-16 07:00:00,5506,1089,5487,8011
2020-04-16 07:00:00,2020-04-16 08:00:00,5497,1108,5245,8111
2020-04-16 08:00:00,2020-04-16 09:00:00,5507,1124,5181,7991
2020-04-16 09:00:00,2020-04-16 10:00:00,5502,1094,5141,7905
2020-04-16 10:00:00,2020-04-16 11:00:00,5504,1093,5138,7814
2020-04-16 11:00:00,2020-04-16 12:00:00,5495,1102,5074,7627
2020-04-16 12:00:00,2020-04-16 13:00:00,5498,1089,5097,7512
2020-04-16 13:00:00,2020-04-16 14:00:00,5497,1067,5049,7351
2020-04-16 14:00:00,2020-04-16 15:00:00,5498,1064,5179,7390
2020-04-16 15:00:00,2020-04-16 16:00:00,5493,1081,5240,7394
2020-04-16 16:00:00,2020-04-16 17:00:00,5497,1086,5166,7545
2020-04-16 17:00:00,2020-04-16 18:00:00,5498,1053,4976,7700
2020-04-16 18:00:00,2020-04-16 19:00:00,5500,1053,4982,7774
2020-04-16 19:00:00,2020-04-16 20:00:00,5499,1046,5048,8096
2020-04-16 20:00:00,2020-04-16 21:00:00,5504,1042,5020,8002
2020-04-16 21:00:00,2020-04-16 22:00:00,5498,1004,5134,7700
2020-04-16 22:00:00,2020-04-16 23:00:00,5501,998,5288,7489
2020-04-16 23:00:00,2020-04-17 00:00:00,5544,981,5315,7333
2020-04-17 00:00:00,2020-04-17 01:00:00,5544,966,5360,7211
2020-04-17 01:00:00,2020-04-17 02:00:00,5555,969,5387,7187
2020-04-17 02:00:00,2020-04-17 03:00:00,5548,967,5414,7150
2020-04-17 03:00:00,2020-04-17 04:00:00,5549,967,5457,7204
2020-04-17 04:00:00,2020-04-17 05:00:00,5548,989,5401,7400
2020-04-17 05:00:00,2020-04-17 06:00:00,5549,1028,5339,8073
2020-04-17 06:00:00,2020-04-17 07:00:00,5548,1088,5153,8295
2020-04-17 07:00:00,2020-04-17 08:00:00,5546,1140,5161,8201
2020-04-17 08:00:00,2020-04-17 09:00:00,5548,1155,5198,8133
2020-04-17 09:00:00,2020-04-17 10:00:00,5543,1160,5237,8090
2020-04-17 10:00:00,2020-04-17 11:00:00,5549,1133,5197,8010
2020-04-17 11:00:00,2020-04-17 12:00:00,5548,1128,5277,7925
2020-04-17 12:00:00,2020-04-17 13:00:00,5545,1080,5339,7664
2020-04-17 13:00:00,2020-04-17 14:00:00,5542,1058,5436,7573
2020-04-17 14:00:00,2020-04-17 15:00:00,5543,1045,5493,7566
2020-04-17 15:00:00,2020-04-17 16:00:00,5562,1051,5470,7567
2020-04-17 16:00:00,2020-04-17 17:00:00,5560,1052,5429,7572
2020-04-17 17:00:00,2020-04-17 18:00:00,5560,1041,5233,7566
2020-04-17 18:00:00,2020-04-17 19:00:00,5561,1040,4991,7733
2020-04-17 19:00:00,2020-04-17 20:00:00,5560,1025,4852,7943
2020-04-17 20:00:00,2020-04-17 21:00:00,5559,1026,4700,7936
2020-04-17 21:00:00,2020-04-17 22:00:00,5559,998,4558,8062
2020-04-17 22:00:00,2020-04-17 23:00:00,5560,967,4518,7963
2020-04-17 23:00:00,2020-04-18 00:00:00,5564,966,4505,7710
2020-04-18 00:00:00,2020-04-18 01:00:00,5568,949,4375,7696
2020-04-18 01:00:00,2020-04-18 02:00:00,5570,934,4327,7680
2020-04-18 02:00:00,2020-04-18 03:00:00,5575,931,4288,7725
2020-04-18 03:00:00,2020-04-18 04:00:00,5565,939,4270,7837
2020-04-18 04:00:00,2020-04-18 05:00:00,5392,963,4038,8167
2020-04-18 05:00:00,2020-04-18 06:00:00,5391,978,3703,8199
2020-04-18 06:00:00,2020-04-18 07:00:00,5225,1040,3359,8537
2020-04-18 07:00:00,2020-04-18 08:00:00,5247,1074,3142,8760
2020-04-18 08:00:00,2020-04-18 09:00:00,5312,1109,3302,8881
2020-04-18 09:00:00,2020-04-18 10:00:00,5312,1091,3271,8884
2020-04-18 10:00:00,2020-04-18 11:00:00,5322,1086,3314,8886
2020-04-18 11:00:00,2020-04-18 12:00:00,5315,1145,3559,8833
2020-04-18 12:00:00,2020-04-18 13:00:00,5264,1137,3617,8635
2020-04-18 13:00:00,2020-04-18 14:00:00,5262,1127,3715,8304
2020-04-18 14:00:00,2020-04-18 15:00:00,5260,1118,3672,8298
2020-04-18 15:00:00,2020-04-18 16:00:00,5146,1118,3562,8362
2020-04-18 16:00:00,2020-04-18 17:00:00,5147,1132,3441,8973
2020-04-18 17:00:00,2020-04-18 18:00:00,5363,1126,3109,9523
2020-04-18 18:00:00,2020-04-18 19:00:00,5358,1109,2986,9659
2020-04-18 19:00:00,2020-04-18 20:00:00,5544,1095,2913,9675
2020-04-18 20:00:00,2020-04-18 21:00:00,5541,1078,2742,9636
2020-04-18 21:00:00,2020-04-18 22:00:00,5547,1054,2896,9278
2020-04-18 22:00:00,2020-04-18 23:00:00,5543,1032,2903,9205
2020-04-18 23:00:00,2020-04-19 00:00:00,5518,1015,2939,9362
2020-04-19 00:00:00,2020-04-19 01:00:00,5312,1004,2763,9271
2020-04-19 01:00:00,2020-04-19 02:00:00,5222,993,2692,9175
2020-04-19 02:00:00,2020-04-19 03:00:00,5198,993,2755,9184
2020-04-19 03:00:00,2020-04-19 04:00:00,5200,993,2707,9199
2020-04-19 04:00:00,2020-04-19 05:00:00,5194,996,2567,9247
2020-04-19 05:00:00,2020-04-19 06:00:00,5190,1003,2107,9501
2020-04-19 06:00:00,2020-04-19 07:00:00,5198,1036,1765,9806
2020-04-19 07:00:00,2020-04-19 08:00:00,5199,1046,1456,10021
2020-04-19 08:00:00,2020-04-19 09:00:00,5202,1073,1236,9544
2020-04-19 09:00:00,2020-04-19 10:00:00,5193,1091,1118,9539
2020-04-19 10:00:00,2020-04-19 11:00:00,5199,1085,1248,9513
2020-04-19 11:00:00,2020-04-19 12:00:00,5197,1081,1416,8994
2020-04-19 12:00:00,2020-04-19 13:00:00,5196,1087,1705,8641
2020-04-19 13:00:00,2020-04-19 14:00:00,5190,1072,1908,8588
2020-04-19 14:00:00,2020-04-19 15:00:00,5186,1081,1861,8562
2020-04-19 15:00:00,2020-04-19 16:00:00,5197,1078,1777,8644
2020-04-19 16:00:00,2020-04-19 17:00:00,5284,1074,1898,9324
2020-04-19 17:00:00,2020-04-19 18:00:00,5282,1059,1978,9729
2020-04-19 18:00:00,2020-04-19 19:00:00,5284,1052,2150,9917
2020-04-19 19:00:00,2020-04-19 20:00:00,5393,1044,2183,9795
2020-04-19 20:00:00,2020-04-19 21:00:00,5399,1041,2470,9621
2020-04-19 21:00:00,2020-04-19 22:00:00,5397,1029,2631,9569
2020-04-19 22:00:00,2020-04-19 23:00:00,5444,1014,2995,9392
2020-04-19 23:00:00,2020-04-20 00:00:00,5456,996,2956,8442
2020-04-20 00:00:00,2020-04-20 01:00:00,5452,976,3022,8202
2020-04-20 01:00:00,2020-04-20 02:00:00,5457,978,2987,7841
2020-04-20 02:00:00,2020-04-20 03:00:00,5451,989,3218,7815
2020-04-20 03:00:00,2020-04-20 04:00:00,5455,1008,3062,8095
2020-04-20 04:00:00,2020-04-20 05:00:00,5449,1010,2997,8864
2020-04-20 05:00:00,2020-04-20 06:00:00,5451,1043,2671,9823
2020-04-20 06:00:00,2020-04-20 07:00:00,5454,1086,2521,10007
2020-04-20 07:00:00,2020-04-20 08:00:00,5457,1120,2171,10028
2020-04-20 08:00:00,2020-04-20 09:00:00,5458,1140,1875,9989
2020-04-20 09:00:00,2020-04-20 10:00:00,5452,1127,1821,9766
2020-04-20 10:00:00,2020-04-20 11:00:00,5446,1102,1615,9580
2020-04-20 11:00:00,2020-04-20 12:00:00,5449,1102,1669,9306
2020-04-20 12:00:00,2020-04-20 13:00:00,5454,1105,1619,9024
2020-04-20 13:00:00,2020-04-20 14:00:00,5450,1144,1594,8881
2020-04-20 14:00:00,2020-04-20 15:00:00,5447,1101,1544,8820
2020-04-20 15:00:00,2020-04-20 16:00:00,5441,1096,1466,8906
2020-04-20 16:00:00,2020-04-20 17:00:00,5445,1162,1382,9228
2020-04-20 17:00:00,2020-04-20 18:00:00,5443,1058,1440,9368
2020-04-20 18:00:00,2020-04-20 19:00:00,5446,1025,1568,9582
2020-04-20 19:00:00,2020-04-20 20:00:00,5447,1011,1639,9827
2020-04-20 20:00:00,2020-04-20 21:00:00,5438,1006,1731,9495
2020-04-20 21:00:00,2020-04-20 22:00:00,5447,998,1815,9284
2020-04-20 22:00:00,2020-04-20 23:00:00,5453,1041,1819,9167
2020-04-20 23:00:00,2020-04-21 00:00:00,5449,952,1855,8589
2020-04-21 00:00:00,2020-04-21 01:00:00,5588,940,1810,8323
2020-04-21 01:00:00,2020-04-21 02:00:00,5600,932,1764,8126
