UTC Time,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Wind Onshore 
2019-10-15 09:00:00+00:00,77.0,901.0,269.0,70.0,10.0
2019-10-15 10:00:00+00:00,77.0,892.0,160.0,70.0,13.0
2019-10-15 11:00:00+00:00,77.0,886.0,92.0,70.0,13.0
2019-10-15 12:00:00+00:00,77.0,743.0,185.0,70.0,11.0
2019-10-15 13:00:00+00:00,77.0,686.0,276.0,70.0,11.0
2019-10-15 14:00:00+00:00,77.0,685.0,306.0,70.0,12.0
2019-10-15 15:00:00+00:00,77.0,691.0,600.0,71.0,11.0
2019-10-15 16:00:00+00:00,76.0,695.0,693.0,71.0,15.0
2019-10-15 17:00:00+00:00,76.0,694.0,647.0,72.0,20.0
2019-10-15 18:00:00+00:00,72.0,608.0,445.0,72.0,20.0
2019-10-15 19:00:00+00:00,68.0,423.0,4.0,73.0,19.0
2019-10-15 20:00:00+00:00,65.0,406.0,0.0,73.0,17.0
2019-10-15 21:00:00+00:00,65.0,378.0,0.0,73.0,14.0
2019-10-15 22:00:00+00:00,64.0,354.0,0.0,72.0,11.0
2019-10-15 23:00:00+00:00,63.0,354.0,0.0,71.0,9.0
2019-10-16 00:00:00+00:00,63.0,354.0,0.0,71.0,8.0
2019-10-16 01:00:00+00:00,63.0,354.0,0.0,71.0,9.0
2019-10-16 02:00:00+00:00,63.0,364.0,0.0,71.0,8.0
2019-10-16 03:00:00+00:00,68.0,392.0,4.0,71.0,9.0
2019-10-16 04:00:00+00:00,71.0,438.0,366.0,70.0,8.0
2019-10-16 05:00:00+00:00,75.0,669.0,629.0,70.0,9.0
2019-10-16 06:00:00+00:00,76.0,854.0,592.0,69.0,11.0
2019-10-16 07:00:00+00:00,75.0,851.0,538.0,68.0,5.0
2019-10-16 08:00:00+00:00,75.0,852.0,447.0,68.0,1.0
2019-10-16 09:00:00+00:00,74.0,841.0,395.0,67.0,1.0
2019-10-16 10:00:00+00:00,74.0,831.0,440.0,67.0,2.0
2019-10-16 11:00:00+00:00,74.0,817.0,504.0,67.0,2.0
2019-10-16 12:00:00+00:00,74.0,518.0,467.0,67.0,3.0
2019-10-16 13:00:00+00:00,75.0,306.0,346.0,68.0,5.0
2019-10-16 14:00:00+00:00,75.0,195.0,203.0,68.0,5.0
2019-10-16 15:00:00+00:00,75.0,200.0,199.0,68.0,10.0
2019-10-16 16:00:00+00:00,74.0,281.0,553.0,69.0,8.0
2019-10-16 17:00:00+00:00,73.0,315.0,565.0,69.0,11.0
2019-10-16 18:00:00+00:00,69.0,246.0,159.0,69.0,15.0
2019-10-16 19:00:00+00:00,65.0,238.0,149.0,69.0,14.0
2019-10-16 20:00:00+00:00,61.0,234.0,148.0,69.0,10.0
2019-10-16 21:00:00+00:00,61.0,322.0,4.0,69.0,7.0
2019-10-16 22:00:00+00:00,61.0,320.0,16.0,69.0,15.0
2019-10-16 23:00:00+00:00,60.0,321.0,18.0,68.0,22.0
2019-10-17 00:00:00+00:00,60.0,320.0,18.0,68.0,13.0
2019-10-17 01:00:00+00:00,60.0,320.0,18.0,68.0,17.0
2019-10-17 02:00:00+00:00,60.0,321.0,18.0,68.0,16.0
2019-10-17 03:00:00+00:00,65.0,346.0,22.0,69.0,15.0
2019-10-17 04:00:00+00:00,69.0,450.0,248.0,69.0,9.0
2019-10-17 05:00:00+00:00,74.0,449.0,400.0,69.0,7.0
2019-10-17 06:00:00+00:00,73.0,449.0,427.0,67.0,9.0
2019-10-17 07:00:00+00:00,73.0,452.0,657.0,67.0,8.0
2019-10-17 08:00:00+00:00,72.0,337.0,617.0,66.0,14.0
2019-10-17 09:00:00+00:00,72.0,307.0,672.0,66.0,16.0
2019-10-17 10:00:00+00:00,72.0,362.0,681.0,66.0,20.0
2019-10-17 11:00:00+00:00,72.0,350.0,773.0,66.0,26.0
2019-10-17 12:00:00+00:00,72.0,369.0,773.0,67.0,27.0
2019-10-17 13:00:00+00:00,73.0,455.0,797.0,67.0,24.0
2019-10-17 14:00:00+00:00,73.0,433.0,897.0,67.0,17.0
2019-10-17 15:00:00+00:00,74.0,433.0,928.0,68.0,13.0
2019-10-17 16:00:00+00:00,73.0,418.0,1017.0,69.0,12.0
2019-10-17 17:00:00+00:00,73.0,452.0,1014.0,69.0,7.0
2019-10-17 18:00:00+00:00,70.0,338.0,598.0,70.0,5.0
2019-10-17 19:00:00+00:00,66.0,233.0,172.0,70.0,4.0
2019-10-17 20:00:00+00:00,63.0,224.0,163.0,70.0,2.0
2019-10-17 21:00:00+00:00,61.0,213.0,146.0,70.0,2.0
2019-10-17 22:00:00+00:00,60.0,224.0,2.0,69.0,3.0
2019-10-17 23:00:00+00:00,60.0,226.0,0.0,68.0,2.0
2019-10-18 00:00:00+00:00,60.0,220.0,0.0,68.0,4.0
2019-10-18 01:00:00+00:00,60.0,219.0,0.0,68.0,5.0
2019-10-18 02:00:00+00:00,60.0,220.0,0.0,68.0,6.0
2019-10-18 03:00:00+00:00,65.0,239.0,10.0,68.0,4.0
2019-10-18 04:00:00+00:00,69.0,327.0,420.0,68.0,4.0
2019-10-18 05:00:00+00:00,73.0,404.0,523.0,68.0,4.0
2019-10-18 06:00:00+00:00,74.0,459.0,618.0,68.0,6.0
2019-10-18 07:00:00+00:00,74.0,457.0,554.0,67.0,6.0
2019-10-18 08:00:00+00:00,73.0,455.0,521.0,67.0,7.0
2019-10-18 09:00:00+00:00,73.0,456.0,638.0,66.0,8.0
2019-10-18 10:00:00+00:00,73.0,448.0,702.0,66.0,5.0
2019-10-18 11:00:00+00:00,73.0,437.0,701.0,66.0,4.0
2019-10-18 12:00:00+00:00,73.0,434.0,701.0,67.0,3.0
2019-10-18 13:00:00+00:00,74.0,435.0,564.0,67.0,4.0
2019-10-18 14:00:00+00:00,75.0,438.0,326.0,68.0,1.0
2019-10-18 15:00:00+00:00,75.0,442.0,292.0,68.0,2.0
2019-10-18 16:00:00+00:00,73.0,440.0,288.0,69.0,5.0
2019-10-18 17:00:00+00:00,72.0,329.0,393.0,69.0,6.0
2019-10-18 18:00:00+00:00,66.0,245.0,269.0,69.0,6.0
2019-10-18 19:00:00+00:00,62.0,65.0,168.0,69.0,6.0
2019-10-18 20:00:00+00:00,61.0,62.0,167.0,68.0,9.0
2019-10-18 21:00:00+00:00,60.0,53.0,157.0,68.0,10.0
2019-10-18 22:00:00+00:00,60.0,49.0,153.0,68.0,11.0
2019-10-18 23:00:00+00:00,60.0,46.0,152.0,67.0,12.0
2019-10-19 00:00:00+00:00,60.0,47.0,152.0,67.0,11.0
2019-10-19 01:00:00+00:00,60.0,49.0,138.0,67.0,12.0
2019-10-19 02:00:00+00:00,60.0,51.0,153.0,67.0,14.0
2019-10-19 03:00:00+00:00,60.0,56.0,171.0,68.0,16.0
2019-10-19 04:00:00+00:00,60.0,59.0,141.0,68.0,12.0
2019-10-19 05:00:00+00:00,60.0,61.0,142.0,68.0,10.0
2019-10-19 06:00:00+00:00,60.0,64.0,172.0,68.0,10.0
2019-10-19 07:00:00+00:00,60.0,61.0,149.0,67.0,13.0
2019-10-19 08:00:00+00:00,59.0,58.0,150.0,66.0,15.0
2019-10-19 09:00:00+00:00,59.0,60.0,125.0,66.0,25.0
2019-10-19 10:00:00+00:00,59.0,60.0,151.0,66.0,26.0
2019-10-19 11:00:00+00:00,59.0,58.0,137.0,66.0,26.0
2019-10-19 12:00:00+00:00,59.0,57.0,113.0,66.0,21.0
2019-10-19 13:00:00+00:00,59.0,57.0,105.0,66.0,15.0
2019-10-19 14:00:00+00:00,59.0,59.0,155.0,67.0,11.0
2019-10-19 15:00:00+00:00,60.0,61.0,155.0,67.0,7.0
2019-10-19 16:00:00+00:00,61.0,62.0,155.0,68.0,6.0
2019-10-19 17:00:00+00:00,61.0,64.0,139.0,68.0,9.0
2019-10-19 18:00:00+00:00,61.0,65.0,104.0,69.0,8.0
2019-10-19 19:00:00+00:00,61.0,66.0,123.0,69.0,10.0
2019-10-19 20:00:00+00:00,61.0,67.0,120.0,69.0,9.0
2019-10-19 21:00:00+00:00,61.0,69.0,125.0,69.0,8.0
2019-10-19 22:00:00+00:00,60.0,67.0,5.0,68.0,10.0
2019-10-19 23:00:00+00:00,60.0,67.0,0.0,68.0,8.0
2019-10-20 00:00:00+00:00,60.0,73.0,0.0,68.0,9.0
2019-10-20 01:00:00+00:00,60.0,77.0,0.0,68.0,12.0
2019-10-20 02:00:00+00:00,60.0,80.0,0.0,68.0,10.0
2019-10-20 03:00:00+00:00,60.0,84.0,0.0,68.0,11.0
2019-10-20 04:00:00+00:00,60.0,89.0,0.0,68.0,10.0
2019-10-20 05:00:00+00:00,60.0,91.0,0.0,68.0,11.0
2019-10-20 06:00:00+00:00,60.0,95.0,0.0,68.0,16.0
2019-10-20 07:00:00+00:00,60.0,92.0,0.0,67.0,14.0
2019-10-20 08:00:00+00:00,59.0,81.0,0.0,67.0,12.0
2019-10-20 09:00:00+00:00,59.0,75.0,16.0,67.0,10.0
2019-10-20 10:00:00+00:00,59.0,68.0,18.0,67.0,6.0
2019-10-20 11:00:00+00:00,59.0,64.0,18.0,67.0,5.0
2019-10-20 12:00:00+00:00,59.0,58.0,31.0,67.0,6.0
2019-10-20 13:00:00+00:00,59.0,55.0,35.0,67.0,9.0
2019-10-20 14:00:00+00:00,59.0,54.0,35.0,67.0,10.0
2019-10-20 15:00:00+00:00,60.0,56.0,34.0,68.0,8.0
2019-10-20 16:00:00+00:00,60.0,57.0,121.0,68.0,8.0
2019-10-20 17:00:00+00:00,60.0,57.0,36.0,68.0,4.0
2019-10-20 18:00:00+00:00,60.0,57.0,34.0,68.0,3.0
2019-10-20 19:00:00+00:00,61.0,57.0,34.0,69.0,3.0
2019-10-20 20:00:00+00:00,60.0,56.0,33.0,68.0,4.0
2019-10-20 21:00:00+00:00,60.0,54.0,18.0,68.0,2.0
2019-10-20 22:00:00+00:00,60.0,52.0,1.0,68.0,2.0
2019-10-20 23:00:00+00:00,59.0,51.0,0.0,67.0,2.0
2019-10-21 00:00:00+00:00,59.0,51.0,0.0,67.0,1.0
2019-10-21 01:00:00+00:00,59.0,51.0,0.0,67.0,1.0
2019-10-21 02:00:00+00:00,60.0,52.0,0.0,68.0,1.0
2019-10-21 03:00:00+00:00,64.0,60.0,0.0,68.0,1.0
2019-10-21 04:00:00+00:00,69.0,96.0,481.0,68.0,1.0
2019-10-21 05:00:00+00:00,72.0,93.0,670.0,68.0,0.0
2019-10-21 06:00:00+00:00,74.0,127.0,769.0,68.0,1.0
2019-10-21 07:00:00+00:00,74.0,177.0,738.0,68.0,3.0
2019-10-21 08:00:00+00:00,74.0,309.0,644.0,68.0,1.0
2019-10-21 09:00:00+00:00,74.0,450.0,561.0,67.0,1.0
2019-10-21 10:00:00+00:00,74.0,450.0,546.0,67.0,0.0
2019-10-21 11:00:00+00:00,74.0,450.0,416.0,67.0,0.0
2019-10-21 12:00:00+00:00,73.0,451.0,498.0,67.0,0.0
2019-10-21 13:00:00+00:00,73.0,454.0,470.0,67.0,0.0
2019-10-21 14:00:00+00:00,74.0,454.0,385.0,67.0,0.0
2019-10-21 15:00:00+00:00,74.0,459.0,631.0,68.0,1.0
2019-10-21 16:00:00+00:00,72.0,464.0,766.0,68.0,8.0
2019-10-21 17:00:00+00:00,70.0,466.0,753.0,69.0,7.0
2019-10-21 18:00:00+00:00,66.0,434.0,436.0,69.0,7.0
2019-10-21 19:00:00+00:00,61.0,362.0,186.0,69.0,11.0
2019-10-21 20:00:00+00:00,61.0,256.0,0.0,68.0,8.0
2019-10-21 21:00:00+00:00,61.0,240.0,0.0,68.0,4.0
2019-10-21 22:00:00+00:00,60.0,220.0,0.0,68.0,7.0
2019-10-21 23:00:00+00:00,60.0,214.0,0.0,68.0,9.0
2019-10-22 00:00:00+00:00,60.0,213.0,0.0,67.0,10.0
2019-10-22 01:00:00+00:00,60.0,212.0,0.0,67.0,7.0
2019-10-22 02:00:00+00:00,60.0,214.0,0.0,67.0,15.0
2019-10-22 03:00:00+00:00,65.0,223.0,0.0,68.0,11.0
2019-10-22 04:00:00+00:00,69.0,396.0,179.0,68.0,13.0
2019-10-22 05:00:00+00:00,72.0,448.0,166.0,68.0,20.0
2019-10-22 06:00:00+00:00,75.0,484.0,476.0,68.0,27.0
2019-10-22 07:00:00+00:00,75.0,481.0,577.0,68.0,25.0
2019-10-22 08:00:00+00:00,74.0,475.0,517.0,67.0,25.0
2019-10-22 09:00:00+00:00,74.0,459.0,457.0,67.0,31.0
2019-10-22 10:00:00+00:00,74.0,452.0,527.0,67.0,35.0
2019-10-22 11:00:00+00:00,74.0,451.0,425.0,67.0,38.0
2019-10-22 12:00:00+00:00,73.0,450.0,337.0,66.0,37.0
2019-10-22 13:00:00+00:00,74.0,447.0,245.0,67.0,37.0
2019-10-22 14:00:00+00:00,74.0,443.0,237.0,67.0,37.0
2019-10-22 15:00:00+00:00,74.0,444.0,474.0,67.0,43.0
2019-10-22 16:00:00+00:00,71.0,448.0,574.0,68.0,48.0
2019-10-22 17:00:00+00:00,70.0,425.0,638.0,68.0,48.0
2019-10-22 18:00:00+00:00,66.0,316.0,380.0,68.0,44.0
2019-10-22 19:00:00+00:00,62.0,230.0,15.0,68.0,42.0
2019-10-22 20:00:00+00:00,60.0,222.0,0.0,68.0,37.0
2019-10-22 21:00:00+00:00,59.0,220.0,0.0,67.0,39.0
2019-10-22 22:00:00+00:00,59.0,222.0,0.0,67.0,37.0
2019-10-22 23:00:00+00:00,58.0,221.0,0.0,66.0,34.0
2019-10-23 00:00:00+00:00,58.0,221.0,0.0,66.0,35.0
2019-10-23 01:00:00+00:00,58.0,217.0,0.0,65.0,34.0
2019-10-23 02:00:00+00:00,58.0,214.0,0.0,66.0,30.0
2019-10-23 03:00:00+00:00,62.0,221.0,0.0,66.0,28.0
2019-10-23 04:00:00+00:00,67.0,333.0,149.0,67.0,29.0
2019-10-23 05:00:00+00:00,72.0,394.0,159.0,67.0,26.0
2019-10-23 06:00:00+00:00,73.0,455.0,390.0,65.0,25.0
2019-10-23 07:00:00+00:00,73.0,454.0,331.0,65.0,21.0
2019-10-23 08:00:00+00:00,73.0,454.0,203.0,65.0,22.0
2019-10-23 09:00:00+00:00,73.0,456.0,292.0,65.0,24.0
2019-10-23 10:00:00+00:00,73.0,452.0,404.0,65.0,24.0
2019-10-23 11:00:00+00:00,73.0,450.0,294.0,65.0,25.0
2019-10-23 12:00:00+00:00,73.0,450.0,177.0,65.0,26.0
2019-10-23 13:00:00+00:00,73.0,448.0,111.0,65.0,20.0
2019-10-23 14:00:00+00:00,74.0,449.0,108.0,65.0,21.0
2019-10-23 15:00:00+00:00,74.0,451.0,506.0,66.0,13.0
2019-10-23 16:00:00+00:00,71.0,455.0,559.0,67.0,10.0
2019-10-23 17:00:00+00:00,71.0,454.0,290.0,67.0,15.0
2019-10-23 18:00:00+00:00,70.0,406.0,11.0,67.0,12.0
2019-10-23 19:00:00+00:00,64.0,404.0,0.0,67.0,13.0
2019-10-23 20:00:00+00:00,59.0,280.0,0.0,67.0,9.0
2019-10-23 21:00:00+00:00,59.0,213.0,0.0,67.0,8.0
2019-10-23 22:00:00+00:00,59.0,212.0,0.0,66.0,8.0
2019-10-23 23:00:00+00:00,58.0,212.0,0.0,65.0,5.0
2019-10-24 00:00:00+00:00,58.0,212.0,0.0,65.0,4.0
2019-10-24 01:00:00+00:00,58.0,212.0,0.0,65.0,6.0
2019-10-24 02:00:00+00:00,59.0,213.0,0.0,65.0,4.0
2019-10-24 03:00:00+00:00,63.0,241.0,10.0,65.0,2.0
2019-10-24 04:00:00+00:00,67.0,357.0,490.0,65.0,4.0
2019-10-24 05:00:00+00:00,72.0,481.0,364.0,66.0,6.0
2019-10-24 06:00:00+00:00,73.0,481.0,464.0,65.0,5.0
2019-10-24 07:00:00+00:00,74.0,480.0,480.0,65.0,5.0
2019-10-24 08:00:00+00:00,73.0,477.0,483.0,65.0,5.0
2019-10-24 09:00:00+00:00,73.0,473.0,416.0,65.0,7.0
2019-10-24 10:00:00+00:00,73.0,462.0,409.0,65.0,5.0
2019-10-24 11:00:00+00:00,73.0,457.0,409.0,65.0,5.0
2019-10-24 12:00:00+00:00,73.0,330.0,541.0,65.0,7.0
2019-10-24 13:00:00+00:00,74.0,76.0,477.0,65.0,7.0
2019-10-24 14:00:00+00:00,74.0,79.0,440.0,66.0,8.0
2019-10-24 15:00:00+00:00,74.0,84.0,542.0,67.0,11.0
2019-10-24 16:00:00+00:00,71.0,90.0,639.0,67.0,15.0
2019-10-24 17:00:00+00:00,68.0,95.0,399.0,68.0,20.0
2019-10-24 18:00:00+00:00,64.0,100.0,152.0,68.0,21.0
2019-10-24 19:00:00+00:00,60.0,101.0,141.0,68.0,20.0
2019-10-24 20:00:00+00:00,59.0,96.0,139.0,67.0,19.0
2019-10-24 21:00:00+00:00,59.0,64.0,140.0,67.0,19.0
2019-10-24 22:00:00+00:00,58.0,65.0,8.0,66.0,22.0
2019-10-24 23:00:00+00:00,58.0,64.0,0.0,65.0,20.0
2019-10-25 00:00:00+00:00,57.0,64.0,0.0,65.0,14.0
2019-10-25 01:00:00+00:00,57.0,64.0,0.0,65.0,13.0
2019-10-25 02:00:00+00:00,58.0,71.0,0.0,65.0,14.0
2019-10-25 03:00:00+00:00,62.0,109.0,5.0,65.0,18.0
2019-10-25 04:00:00+00:00,67.0,116.0,466.0,66.0,18.0
2019-10-25 05:00:00+00:00,71.0,117.0,553.0,66.0,18.0
2019-10-25 06:00:00+00:00,74.0,117.0,572.0,66.0,19.0
2019-10-25 07:00:00+00:00,74.0,116.0,582.0,65.0,21.0
2019-10-25 08:00:00+00:00,74.0,113.0,586.0,65.0,16.0
2019-10-25 09:00:00+00:00,74.0,112.0,484.0,65.0,25.0
2019-10-25 10:00:00+00:00,74.0,108.0,499.0,65.0,39.0
2019-10-25 11:00:00+00:00,73.0,102.0,351.0,65.0,49.0
2019-10-25 12:00:00+00:00,74.0,99.0,251.0,65.0,48.0
2019-10-25 13:00:00+00:00,74.0,92.0,114.0,65.0,46.0
2019-10-25 14:00:00+00:00,74.0,85.0,83.0,65.0,47.0
2019-10-25 15:00:00+00:00,74.0,82.0,279.0,66.0,48.0
2019-10-25 16:00:00+00:00,75.0,73.0,194.0,67.0,52.0
2019-10-25 17:00:00+00:00,74.0,48.0,67.0,67.0,52.0
2019-10-25 18:00:00+00:00,71.0,48.0,19.0,68.0,52.0
2019-10-25 19:00:00+00:00,64.0,48.0,18.0,68.0,51.0
2019-10-25 20:00:00+00:00,59.0,48.0,18.0,67.0,52.0
2019-10-25 21:00:00+00:00,59.0,48.0,7.0,67.0,48.0
2019-10-25 22:00:00+00:00,60.0,48.0,12.0,67.0,41.0
2019-10-25 23:00:00+00:00,60.0,48.0,0.0,67.0,35.0
2019-10-26 00:00:00+00:00,60.0,48.0,16.0,67.0,32.0
2019-10-26 01:00:00+00:00,59.0,48.0,2.0,65.0,23.0
2019-10-26 02:00:00+00:00,57.0,48.0,0.0,63.0,16.0
2019-10-26 03:00:00+00:00,58.0,48.0,4.0,65.0,13.0
2019-10-26 04:00:00+00:00,61.0,48.0,15.0,69.0,20.0
2019-10-26 05:00:00+00:00,61.0,48.0,14.0,68.0,40.0
2019-10-26 06:00:00+00:00,61.0,48.0,49.0,68.0,47.0
2019-10-26 07:00:00+00:00,61.0,48.0,194.0,68.0,53.0
2019-10-26 08:00:00+00:00,63.0,48.0,195.0,68.0,53.0
2019-10-26 09:00:00+00:00,66.0,48.0,191.0,67.0,54.0
2019-10-26 10:00:00+00:00,65.0,48.0,196.0,67.0,54.0
2019-10-26 11:00:00+00:00,63.0,48.0,280.0,67.0,54.0
2019-10-26 12:00:00+00:00,60.0,48.0,282.0,66.0,55.0
2019-10-26 13:00:00+00:00,59.0,48.0,430.0,65.0,54.0
2019-10-26 14:00:00+00:00,59.0,48.0,456.0,65.0,54.0
2019-10-26 15:00:00+00:00,59.0,48.0,609.0,66.0,53.0
2019-10-26 16:00:00+00:00,59.0,48.0,584.0,66.0,52.0
2019-10-26 17:00:00+00:00,59.0,48.0,580.0,67.0,52.0
2019-10-26 18:00:00+00:00,59.0,48.0,311.0,67.0,53.0
2019-10-26 19:00:00+00:00,60.0,48.0,289.0,67.0,53.0
2019-10-26 20:00:00+00:00,59.0,48.0,51.0,67.0,51.0
2019-10-26 21:00:00+00:00,59.0,48.0,18.0,67.0,47.0
2019-10-26 22:00:00+00:00,59.0,48.0,18.0,67.0,50.0
2019-10-27 01:00:00+00:00,59.0,47.0,18.0,66.0,45.0
2019-10-27 02:00:00+00:00,59.0,47.0,18.0,66.0,48.0
2019-10-27 03:00:00+00:00,60.0,47.0,18.0,67.0,51.0
2019-10-27 04:00:00+00:00,60.0,47.0,18.0,67.0,49.0
2019-10-27 05:00:00+00:00,60.0,47.0,18.0,67.0,51.0
2019-10-27 06:00:00+00:00,60.0,47.0,18.0,67.0,53.0
2019-10-27 07:00:00+00:00,60.0,47.0,33.0,67.0,54.0
2019-10-27 08:00:00+00:00,61.0,47.0,35.0,69.0,54.0
2019-10-27 09:00:00+00:00,62.0,47.0,35.0,69.0,53.0
2019-10-27 10:00:00+00:00,61.0,47.0,12.0,68.0,54.0
2019-10-27 11:00:00+00:00,60.0,47.0,34.0,68.0,53.0
2019-10-27 12:00:00+00:00,60.0,47.0,42.0,68.0,52.0
2019-10-27 13:00:00+00:00,60.0,47.0,172.0,68.0,50.0
2019-10-27 14:00:00+00:00,61.0,47.0,218.0,69.0,48.0
2019-10-27 15:00:00+00:00,61.0,47.0,371.0,69.0,44.0
2019-10-27 16:00:00+00:00,61.0,52.0,443.0,69.0,36.0
2019-10-27 17:00:00+00:00,62.0,73.0,357.0,70.0,26.0
2019-10-27 18:00:00+00:00,62.0,116.0,260.0,70.0,28.0
2019-10-27 19:00:00+00:00,62.0,125.0,223.0,70.0,29.0
2019-10-27 20:00:00+00:00,62.0,132.0,136.0,70.0,19.0
2019-10-27 21:00:00+00:00,62.0,129.0,81.0,70.0,13.0
2019-10-27 22:00:00+00:00,61.0,127.0,0.0,69.0,13.0
2019-10-27 23:00:00+00:00,61.0,125.0,0.0,69.0,10.0
2019-10-28 00:00:00+00:00,61.0,125.0,0.0,69.0,7.0
2019-10-28 01:00:00+00:00,61.0,127.0,0.0,69.0,4.0
2019-10-28 02:00:00+00:00,60.0,140.0,0.0,68.0,4.0
2019-10-28 03:00:00+00:00,62.0,167.0,0.0,68.0,2.0
2019-10-28 04:00:00+00:00,66.0,139.0,0.0,69.0,1.0
2019-10-28 05:00:00+00:00,70.0,140.0,164.0,69.0,0.0
2019-10-28 06:00:00+00:00,74.0,140.0,231.0,69.0,0.0
2019-10-28 07:00:00+00:00,77.0,150.0,577.0,69.0,0.0
2019-10-28 08:00:00+00:00,77.0,158.0,589.0,69.0,0.0
2019-10-28 09:00:00+00:00,77.0,186.0,620.0,69.0,1.0
2019-10-28 10:00:00+00:00,77.0,228.0,569.0,69.0,3.0
2019-10-28 11:00:00+00:00,76.0,303.0,493.0,68.0,5.0
2019-10-28 12:00:00+00:00,76.0,490.0,282.0,68.0,5.0
2019-10-28 13:00:00+00:00,75.0,498.0,200.0,67.0,4.0
2019-10-28 14:00:00+00:00,74.0,501.0,288.0,66.0,5.0
2019-10-28 15:00:00+00:00,75.0,507.0,540.0,67.0,8.0
2019-10-28 16:00:00+00:00,75.0,512.0,730.0,67.0,11.0
2019-10-28 17:00:00+00:00,75.0,514.0,629.0,67.0,14.0
2019-10-28 18:00:00+00:00,74.0,508.0,283.0,67.0,15.0
2019-10-28 19:00:00+00:00,75.0,377.0,146.0,69.0,16.0
2019-10-28 20:00:00+00:00,70.0,290.0,0.0,69.0,20.0
2019-10-28 21:00:00+00:00,64.0,290.0,0.0,69.0,21.0
2019-10-28 22:00:00+00:00,62.0,300.0,0.0,68.0,14.0
2019-10-28 23:00:00+00:00,60.0,300.0,0.0,68.0,6.0
2019-10-29 00:00:00+00:00,60.0,300.0,0.0,68.0,10.0
2019-10-29 01:00:00+00:00,60.0,300.0,0.0,67.0,11.0
2019-10-29 02:00:00+00:00,60.0,299.0,0.0,67.0,15.0
2019-10-29 03:00:00+00:00,60.0,298.0,0.0,67.0,6.0
2019-10-29 04:00:00+00:00,60.0,311.0,1.0,67.0,2.0
2019-10-29 05:00:00+00:00,64.0,391.0,304.0,67.0,0.0
2019-10-29 06:00:00+00:00,68.0,516.0,269.0,68.0,2.0
2019-10-29 07:00:00+00:00,74.0,515.0,360.0,68.0,1.0
2019-10-29 08:00:00+00:00,76.0,511.0,457.0,68.0,0.0
2019-10-29 09:00:00+00:00,75.0,511.0,377.0,68.0,0.0
2019-10-29 10:00:00+00:00,75.0,511.0,286.0,67.0,3.0
2019-10-29 11:00:00+00:00,75.0,508.0,228.0,67.0,8.0
2019-10-29 12:00:00+00:00,75.0,536.0,183.0,67.0,9.0
2019-10-29 13:00:00+00:00,78.0,501.0,242.0,71.0,23.0
2019-10-29 14:00:00+00:00,78.0,501.0,380.0,70.0,19.0
2019-10-29 15:00:00+00:00,79.0,500.0,509.0,71.0,20.0
2019-10-29 16:00:00+00:00,79.0,501.0,641.0,71.0,15.0
2019-10-29 17:00:00+00:00,79.0,501.0,472.0,71.0,12.0
2019-10-29 18:00:00+00:00,75.0,495.0,437.0,71.0,7.0
2019-10-29 19:00:00+00:00,71.0,364.0,344.0,72.0,3.0
2019-10-29 20:00:00+00:00,68.0,301.0,4.0,73.0,4.0
2019-10-29 21:00:00+00:00,65.0,301.0,0.0,72.0,4.0
2019-10-29 22:00:00+00:00,63.0,291.0,0.0,71.0,4.0
2019-10-29 23:00:00+00:00,63.0,291.0,0.0,71.0,1.0
2019-10-30 00:00:00+00:00,63.0,311.0,0.0,71.0,4.0
2019-10-30 01:00:00+00:00,63.0,310.0,0.0,71.0,3.0
2019-10-30 02:00:00+00:00,63.0,311.0,19.0,71.0,2.0
2019-10-30 03:00:00+00:00,67.0,313.0,1.0,71.0,3.0
2019-10-30 04:00:00+00:00,69.0,392.0,131.0,71.0,4.0
2019-10-30 05:00:00+00:00,75.0,487.0,306.0,71.0,3.0
2019-10-30 06:00:00+00:00,79.0,522.0,715.0,72.0,3.0
2019-10-30 07:00:00+00:00,79.0,522.0,691.0,72.0,2.0
2019-10-30 08:00:00+00:00,79.0,522.0,694.0,72.0,0.0
2019-10-30 09:00:00+00:00,79.0,522.0,678.0,71.0,0.0
2019-10-30 10:00:00+00:00,79.0,532.0,610.0,71.0,0.0
2019-10-30 11:00:00+00:00,78.0,531.0,473.0,70.0,0.0
2019-10-30 12:00:00+00:00,78.0,522.0,461.0,70.0,1.0
2019-10-30 13:00:00+00:00,79.0,522.0,276.0,71.0,0.0
2019-10-30 14:00:00+00:00,79.0,522.0,356.0,72.0,1.0
2019-10-30 15:00:00+00:00,80.0,522.0,546.0,73.0,2.0
2019-10-30 16:00:00+00:00,80.0,521.0,626.0,73.0,3.0
2019-10-30 17:00:00+00:00,80.0,521.0,604.0,73.0,3.0
2019-10-30 18:00:00+00:00,77.0,476.0,331.0,74.0,3.0
2019-10-30 19:00:00+00:00,78.0,383.0,326.0,75.0,7.0
2019-10-30 20:00:00+00:00,73.0,296.0,28.0,75.0,8.0
2019-10-30 21:00:00+00:00,68.0,291.0,0.0,75.0,10.0
2019-10-30 22:00:00+00:00,66.0,291.0,0.0,74.0,11.0
2019-10-30 23:00:00+00:00,66.0,291.0,0.0,74.0,11.0
2019-10-31 00:00:00+00:00,65.0,291.0,0.0,74.0,11.0
2019-10-31 01:00:00+00:00,65.0,291.0,0.0,74.0,14.0
2019-10-31 02:00:00+00:00,65.0,291.0,0.0,74.0,11.0
2019-10-31 03:00:00+00:00,65.0,294.0,0.0,74.0,6.0
