,UTC time,carbon_intensity,biomass,coal,nat_gas,geothermal,hydro,nuclear,oil,solar,wind,unknown
13777,2021-07-28 01:00:00+00:00,372.98,20141,57573,12280,56,9295,31496,1242,0,29118,1632
13778,2021-07-28 02:00:00+00:00,375.32,20192,57887,12559,56,9472,31545,1242,0,28303,1632
13779,2021-07-28 03:00:00+00:00,371.81,20150,58770,13337,56,9362,31549,1242,0,31357,1632
13780,2021-07-28 04:00:00+00:00,366.9,20099,60596,13592,56,9479,31559,1240,578,35454,1632
13781,2021-07-28 05:00:00+00:00,362.7,20093,63565,14571,59,10152,31586,1242,5712,36438,1632
13782,2021-07-28 06:00:00+00:00,347.55,19774,65400,14823,60,10152,31591,1241,16952,37451,1632
13783,2021-07-28 07:00:00+00:00,316.69,18630,63785,15239,59,10344,31537,1240,31913,42020,1632
13784,2021-07-28 08:00:00+00:00,287.68,19091,62670,15440,56,9287,31482,1240,47659,49873,1632
13785,2021-07-28 09:00:00+00:00,268.8,20295,62251,15315,56,9375,31389,1240,58544,56709,1632
13786,2021-07-28 10:00:00+00:00,249.66,20312,59011,14999,60,9509,31350,1253,68062,61008,1632
13787,2021-07-28 11:00:00+00:00,235.56,20235,56098,13686,59,8761,31377,1252,74020,64340,1632
13788,2021-07-28 12:00:00+00:00,219.06,20176,50324,12473,44,8735,31337,1274,75207,66729,1632
13789,2021-07-28 13:00:00+00:00,212.71,20209,48191,12401,44,8913,31194,1240,73491,69981,1632
13790,2021-07-28 14:00:00+00:00,208.28,20213,46232,12195,44,8804,31089,1240,67911,74437,1632
13791,2021-07-28 15:00:00+00:00,210.43,20150,45647,12068,44,8963,31025,1248,58650,77237,1632
13792,2021-07-28 16:00:00+00:00,226.52,20105,50069,12191,44,9252,31038,1248,45763,80975,1632
13793,2021-07-28 17:00:00+00:00,251.83,20144,53357,12966,55,9509,31027,1248,28090,77914,1632
13794,2021-07-28 18:00:00+00:00,279.6,20180,55208,13434,56,9801,31073,1246,11019,72185,1632
13795,2021-07-28 19:00:00+00:00,298.15,20256,56451,13440,59,9512,31169,1240,1686,68887,1632
13796,2021-07-28 20:00:00+00:00,294.71,20295,55427,13181,60,9548,31439,1242,5,70457,1632
13797,2021-07-28 21:00:00+00:00,273.32,20311,51205,11876,60,9281,31190,1240,0,77660,1632
13798,2021-07-28 22:00:00+00:00,240.96,20359,42563,10307,60,9085,30743,1241,0,83610,1638
13799,2021-07-28 23:00:00+00:00,207.32,20311,33188,9085,60,9119,29889,1244,0,87652,1653
13800,2021-07-29 00:00:00+00:00,229.49,20343,36671,9564,60,9010,30292,1241,0,77540,1517
13801,2021-07-29 01:00:00+00:00,175.91,20256,25644,8646,60,9155,29016,1241,0,94769,1652
13802,2021-07-29 02:00:00+00:00,172.02,20200,24973,8594,62,9363,29036,1241,0,96323,1652
13803,2021-07-29 03:00:00+00:00,174.96,20177,26157,8484,64,8869,29241,1241,0,97507,1628
13804,2021-07-29 04:00:00+00:00,179.4,20193,29318,8536,64,9345,30115,1240,622,102725,1628
13805,2021-07-29 05:00:00+00:00,188.28,20192,33593,8871,61,9796,30486,1240,7599,101894,1628
13806,2021-07-29 06:00:00+00:00,182.72,20310,35436,9295,60,9483,30443,1240,25120,102788,1631
13807,2021-07-29 07:00:00+00:00,158.05,20402,32100,9416,59,8992,30186,1241,49715,109450,1628
13808,2021-07-29 08:00:00+00:00,130.24,20330,26241,9458,56,8878,28162,1242,76069,120283,1628
13809,2021-07-29 09:00:00+00:00,125.76,20273,26071,9475,56,9412,26364,1248,89831,122317,1628
13810,2021-07-29 10:00:00+00:00,122.63,20255,25982,9487,55,8490,24767,1242,94621,129407,1628
13811,2021-07-29 11:00:00+00:00,121.69,20259,25498,9355,56,8247,23639,1241,99770,126358,1628
13812,2021-07-29 12:00:00+00:00,120.39,20257,24296,9288,54,8272,23007,1243,104598,119507,1628
13813,2021-07-29 13:00:00+00:00,120.05,20229,23458,9104,52,8379,23153,1240,103171,115169,1628
13814,2021-07-29 14:00:00+00:00,122.12,20236,23142,9041,52,8410,23094,1240,95380,112755,1632
13815,2021-07-29 15:00:00+00:00,125.05,20253,23830,9065,52,8564,24950,1240,80645,117806,1628
13816,2021-07-29 16:00:00+00:00,145.16,20226,29580,9594,52,8777,27910,1240,58781,118085,1628
13817,2021-07-29 17:00:00+00:00,174.9,20313,35261,9956,52,9235,30856,1240,32790,108359,1628
13818,2021-07-29 18:00:00+00:00,207.62,20384,37456,10181,52,10055,31384,1241,11964,89919,1628
13819,2021-07-29 19:00:00+00:00,242.05,20405,39854,10196,56,9794,31432,1240,1838,72813,1618
13820,2021-07-29 20:00:00+00:00,250.47,20438,40143,10147,58,9394,31441,1241,11,68706,1608
13821,2021-07-29 21:00:00+00:00,243.85,20432,38820,9991,60,9235,31498,1240,0,70579,1608
13822,2021-07-29 22:00:00+00:00,243.34,20401,39051,9498,60,9318,31366,1244,0,71032,1578
13823,2021-07-29 23:00:00+00:00,246.77,20380,39533,9892,60,9023,30579,1242,0,70827,1488
13824,2021-07-30 00:00:00+00:00,225.2,20380,30778,8821,66,8795,30929,1231,0,63468,1491
13825,2021-07-30 01:00:00+00:00,246.25,20356,40486,9921,60,8815,30617,1243,0,73700,1464
13826,2021-07-30 02:00:00+00:00,247.84,20292,41084,9930,60,9151,30871,1241,0,73332,1464
13827,2021-07-30 03:00:00+00:00,243.76,20254,40729,9904,61,9105,31201,1240,258,75212,1464
13828,2021-07-30 04:00:00+00:00,247.8,20231,42420,10066,64,9385,31188,1240,771,75539,1464
13829,2021-07-30 05:00:00+00:00,250.42,20264,43180,10661,60,9338,31219,1232,8547,69198,1482
13830,2021-07-30 06:00:00+00:00,242.05,20383,43460,11230,60,9368,31246,1233,29817,59395,1488
13831,2021-07-30 07:00:00+00:00,224.33,20438,42912,11187,58,9163,30142,1232,59324,51544,1488
13832,2021-07-30 08:00:00+00:00,198.21,20450,41661,10544,56,8864,28721,1232,88186,56204,1488
13833,2021-07-30 09:00:00+00:00,170.13,20363,36531,10378,55,8957,28028,1232,109780,63935,1488
13834,2021-07-30 10:00:00+00:00,151.32,20328,31372,10197,55,9283,26934,1233,120620,69117,1488
13835,2021-07-30 11:00:00+00:00,146.91,20339,29373,10096,58,8728,26899,1232,124705,65855,1488
13836,2021-07-30 12:00:00+00:00,148.67,20345,29010,10034,56,8771,26915,1232,124928,60015,1488
13837,2021-07-30 13:00:00+00:00,154.99,20273,29671,9948,56,8618,27065,1233,116948,56520,1488
13838,2021-07-30 14:00:00+00:00,162.56,20192,30299,9857,56,9067,27872,1233,103265,54825,1488
13839,2021-07-30 15:00:00+00:00,189.04,20189,35205,10385,53,9036,30564,1232,81375,49779,1488
13840,2021-07-30 16:00:00+00:00,235.07,20172,43401,11170,52,8991,31246,1232,54986,44653,1488
13841,2021-07-30 17:00:00+00:00,279.15,20192,46214,12898,52,9234,31269,1232,28773,38582,1488
13842,2021-07-30 18:00:00+00:00,318.36,20268,47837,13613,56,9580,31374,1232,10317,33355,1488
13843,2021-07-30 19:00:00+00:00,331.53,20317,47258,13503,66,9899,31431,1232,1674,32806,1488
13844,2021-07-30 20:00:00+00:00,327.97,20329,45817,13188,68,9917,31484,1232,5,33615,1488
13845,2021-07-30 21:00:00+00:00,317.98,20334,43569,12571,68,9030,31517,1232,0,35526,1488
13846,2021-07-30 22:00:00+00:00,301.24,20356,40393,11828,68,8912,31418,1232,0,38538,1491
13847,2021-07-30 23:00:00+00:00,261.03,20369,34359,9521,68,8946,31145,1232,0,47990,1500
13848,2021-07-31 00:00:00+00:00,226.9,20364,26689,8635,77,9005,30382,1200,0,50942,1473
13849,2021-07-31 01:00:00+00:00,182.65,20303,22492,8452,68,9382,29333,1224,0,74209,1500
13850,2021-07-31 02:00:00+00:00,169.18,20176,21935,8342,68,9227,29157,1224,0,86181,1500
13851,2021-07-31 03:00:00+00:00,163.49,20201,21543,8313,68,9107,29190,1224,0,91161,1500
13852,2021-07-31 04:00:00+00:00,160.32,20191,21691,8050,70,8880,29205,1225,552,94862,1500
13853,2021-07-31 05:00:00+00:00,158.48,20187,22596,8025,70,8921,29265,1219,7124,96016,1500
13854,2021-07-31 06:00:00+00:00,145.49,20188,21808,7993,70,9590,29304,1213,25375,96512,1500
13855,2021-07-31 07:00:00+00:00,128.33,20214,21637,8043,68,8802,29027,1213,50156,110286,1500
13856,2021-07-31 08:00:00+00:00,117.15,20177,21436,8250,68,8506,28472,1214,71652,122265,1500
13857,2021-07-31 09:00:00+00:00,116.1,20114,21521,8220,65,8360,26634,1214,83744,119261,1500
13858,2021-07-31 10:00:00+00:00,113.94,20100,20991,8189,64,8127,25692,1207,90032,118496,1500
13859,2021-07-31 11:00:00+00:00,115.85,20114,20908,8152,64,8325,24850,1192,91403,112104,1500
13860,2021-07-31 12:00:00+00:00,117.49,20058,20692,8230,64,8224,24251,1192,91123,107320,1500
13861,2021-07-31 13:00:00+00:00,119.26,19950,20714,8144,61,8097,24196,1192,88100,104688,1500
13862,2021-07-31 14:00:00+00:00,121.58,19875,20624,8104,60,8477,24500,1192,79078,103712,1500
13863,2021-07-31 15:00:00+00:00,123.71,20014,21307,8327,62,8832,26106,1192,64317,112147,1500
13864,2021-07-31 16:00:00+00:00,133.42,20052,22346,8476,63,8985,28892,1192,45941,107894,1500
13865,2021-07-31 17:00:00+00:00,159.21,20128,25918,8665,64,8617,30490,1192,26524,95297,1500
13866,2021-07-31 18:00:00+00:00,188.32,20285,27917,8876,64,8794,30291,1192,10443,79988,1500
13867,2021-07-31 19:00:00+00:00,226.15,20404,31628,9077,66,8921,31246,1192,1565,63590,1500
13868,2021-07-31 20:00:00+00:00,242.84,20360,33384,9030,68,8906,31543,1192,5,56781,1500
13869,2021-07-31 21:00:00+00:00,240.08,20402,32411,9083,68,8694,31278,1192,0,56803,1500
13870,2021-07-31 22:00:00+00:00,227.49,20419,28298,9030,71,8846,30556,1192,0,55427,1491
13871,2021-07-31 23:00:00+00:00,234.35,20307,27843,8719,80,8824,30354,1192,0,49262,1464
13872,2021-08-01 00:00:00+00:00,259.63,20168,34725,9143,80,8911,30292,1204,0,50144,1473
13873,2021-08-01 01:00:00+00:00,250.11,20342,28226,8599,80,8769,30394,1192,0,40309,1464
13874,2021-08-01 02:00:00+00:00,257.21,20324,28202,8659,80,8805,30403,1192,0,36250,1464
13875,2021-08-01 03:00:00+00:00,267.5,20233,28804,8712,80,8856,30646,1192,0,31884,1465
13876,2021-08-01 04:00:00+00:00,272.28,20173,29576,8718,80,8646,31346,1192,492,30184,1467
13877,2021-08-01 05:00:00+00:00,278.21,20191,30992,8441,80,8824,30754,1192,3766,27462,1464
13878,2021-08-01 06:00:00+00:00,280.88,20224,33276,8369,80,9076,31473,1192,12058,22461,1476
13879,2021-08-01 07:00:00+00:00,264.78,20311,32825,8366,80,9697,31600,1192,24528,18827,1488
13880,2021-08-01 08:00:00+00:00,241.94,20403,31991,8369,80,8842,31596,1192,38805,20099,1488
13881,2021-08-01 09:00:00+00:00,218.9,20394,30066,8412,80,8858,31586,1192,52444,21228,1488
13882,2021-08-01 10:00:00+00:00,202.03,20417,28502,8355,80,9518,31588,1192,62820,22455,1488
13883,2021-08-01 11:00:00+00:00,188.11,20425,26839,8359,80,8657,31610,1192,70639,25648,1488
13884,2021-08-01 12:00:00+00:00,174.26,20408,24273,8402,80,8901,30016,1192,76409,28903,1488
13885,2021-08-01 13:00:00+00:00,172.39,20276,23697,8342,80,8756,29681,1192,73323,31646,1488
13886,2021-08-01 14:00:00+00:00,175.56,20132,24209,8375,80,8689,29653,1192,67136,34842,1488
13887,2021-08-01 15:00:00+00:00,188.79,20000,26526,8418,80,9163,31049,1199,54688,36792,1488
13888,2021-08-01 16:00:00+00:00,217.87,19984,32064,8939,80,9263,31468,1208,38169,40288,1488
13889,2021-08-01 17:00:00+00:00,259.21,20054,39479,9411,80,9097,31455,1208,21615,41456,1488
13890,2021-08-01 18:00:00+00:00,287.12,19971,42302,9490,80,9708,31448,1208,8592,40088,1478
13891,2021-08-01 19:00:00+00:00,309.15,20217,44595,9578,80,10034,31660,1209,1221,37851,1467
13892,2021-08-01 20:00:00+00:00,314.97,20262,46369,9592,80,10443,31674,1208,4,38444,1466
13893,2021-08-01 21:00:00+00:00,311.45,20237,46325,9507,80,9382,31655,1208,0,41235,1466
13894,2021-08-01 22:00:00+00:00,299.03,20240,44163,9305,80,9361,31656,1207,0,44154,1467
13895,2021-08-01 23:00:00+00:00,277.51,20117,39132,9337,80,9207,31295,1208,0,47533,1476
13896,2021-08-02 00:00:00+00:00,370.91,20080,53243,9389,80,9374,31297,1190,0,23649,1492
13897,2021-08-02 01:00:00+00:00,246.3,19959,31928,9145,80,9264,29791,1208,0,52364,1476
13898,2021-08-02 02:00:00+00:00,246.54,19878,32232,8965,80,9195,30037,1208,0,52586,1476
13899,2021-08-02 03:00:00+00:00,258.05,19885,35503,9191,80,8848,31480,1208,0,51877,1476
13900,2021-08-02 04:00:00+00:00,281.42,19856,42183,9700,80,9245,31688,1208,371,50886,1476
13901,2021-08-02 05:00:00+00:00,303.72,19846,50264,9981,80,9340,31760,1208,5287,48108,1476
13902,2021-08-02 06:00:00+00:00,297.47,19688,51788,10361,80,9651,31789,1208,17880,43626,1476
13903,2021-08-02 07:00:00+00:00,278.78,19752,51870,10443,80,9466,31760,1208,35802,41495,1476
13904,2021-08-02 08:00:00+00:00,250.1,19830,50872,10612,80,9274,31744,1208,56477,46169,1492
13905,2021-08-02 09:00:00+00:00,230.41,19834,50224,10489,80,9332,31720,1207,75033,49037,1508
13906,2021-08-02 10:00:00+00:00,214.59,19800,48152,10686,80,9328,31668,1208,87739,51915,1508
13907,2021-08-02 11:00:00+00:00,208.63,19811,47892,10460,80,9022,31461,1185,92940,54837,1508
13908,2021-08-02 12:00:00+00:00,212.07,19797,48813,10206,80,8692,31446,1187,90871,54704,1508
13909,2021-08-02 13:00:00+00:00,216.35,19745,50169,10031,80,8614,31390,1186,87924,55472,1508
13910,2021-08-02 14:00:00+00:00,221.86,19766,49660,10098,80,9013,31414,1185,80500,52991,1508
13911,2021-08-02 15:00:00+00:00,245,19896,52899,10304,80,9209,31686,1187,63398,49982,1508
13912,2021-08-02 16:00:00+00:00,285.39,19877,59979,10472,80,9443,31669,1186,44893,44562,1508
13913,2021-08-02 17:00:00+00:00,334.53,19902,64554,12065,80,9575,31681,1187,25079,35804,1508
13914,2021-08-02 18:00:00+00:00,381.97,19954,66600,12384,80,9510,31682,1188,9250,26971,1508
13915,2021-08-02 19:00:00+00:00,410.91,20044,66109,12527,80,9847,31708,1184,1182,20521,1508
13916,2021-08-02 20:00:00+00:00,418.49,20077,65436,12471,80,9849,31724,1187,3,17837,1508
13917,2021-08-02 21:00:00+00:00,416.44,20084,64434,11955,80,9801,31748,1187,0,17577,1508
13918,2021-08-02 22:00:00+00:00,407.01,20119,60221,11450,80,9382,31769,1186,0,17209,1500
13919,2021-08-02 23:00:00+00:00,410.98,20129,59589,9611,80,9148,31801,1188,0,14858,1476
13920,2021-08-03 00:00:00+00:00,435.42,20083,64619,10198,80,8987,31757,1181,0,11204,1496
13921,2021-08-03 01:00:00+00:00,416.95,19996,59283,9491,80,9053,31815,1187,0,12518,1508
13922,2021-08-03 02:00:00+00:00,422.53,19968,59978,10062,80,9056,31797,1184,0,11342,1508
13923,2021-08-03 03:00:00+00:00,430.35,19867,61498,11627,80,8981,31815,1188,0,10380,1508
13924,2021-08-03 04:00:00+00:00,439.99,19706,65122,12293,80,9111,31827,1184,381,9953,1508
13925,2021-08-03 05:00:00+00:00,439.45,19717,69975,14211,80,9440,31893,1184,6883,8304,1508
13926,2021-08-03 06:00:00+00:00,414.94,19794,71995,18653,80,9391,31896,1187,22506,6763,1508
13927,2021-08-03 07:00:00+00:00,384.58,19871,74000,19304,80,9488,31907,1186,43336,5143,1508
13928,2021-08-03 08:00:00+00:00,355.2,19920,73244,18047,80,9803,31858,1194,61145,4883,1508
13929,2021-08-03 09:00:00+00:00,338.09,19946,72886,16476,80,9532,31802,1184,72874,5013,1508
13930,2021-08-03 10:00:00+00:00,330.49,19985,71852,17273,80,9904,31753,1184,77263,5085,1508
13931,2021-08-03 11:00:00+00:00,323.91,20027,70798,16326,80,9027,31730,1184,79659,6589,1508
13932,2021-08-03 12:00:00+00:00,320.35,19980,70043,14233,80,8813,31688,1184,80640,6337,1508
13933,2021-08-03 13:00:00+00:00,319.63,20037,69112,14005,80,8993,31715,1185,78406,7018,1508
13934,2021-08-03 14:00:00+00:00,330.75,19147,69539,14395,80,9336,31654,1188,68296,8844,1508
13935,2021-08-03 15:00:00+00:00,360.47,20030,72399,16002,80,9744,31650,1186,51814,8312,1508
13936,2021-08-03 16:00:00+00:00,394.78,20061,75480,18994,80,9600,31657,1190,35437,8500,1508
13937,2021-08-03 17:00:00+00:00,424.82,20082,76315,19645,80,9930,31671,1187,19083,9365,1508
13938,2021-08-03 18:00:00+00:00,449.59,20127,75800,19761,80,9896,31688,1180,7110,9309,1508
13939,2021-08-03 19:00:00+00:00,464.37,20142,75350,19798,80,9684,31697,1180,902,9138,1508
13940,2021-08-03 20:00:00+00:00,464.76,20091,74400,19907,80,9414,31677,1180,2,9393,1508
13941,2021-08-03 21:00:00+00:00,458.48,20062,72746,15621,80,9344,31703,1180,0,10169,1508
13942,2021-08-03 22:00:00+00:00,449.81,20098,69997,11904,80,9250,31711,1180,0,10780,1504
13943,2021-08-03 23:00:00+00:00,444.03,20039,67637,10609,80,9072,31724,1180,0,10865,1492
13944,2021-08-04 00:00:00+00:00,440.21,20149,64278,12054,80,8842,31719,1180,0,9588,1483
13945,2021-08-04 01:00:00+00:00,435.23,20045,62254,10821,80,9010,31728,1180,0,9230,1492
13946,2021-08-04 02:00:00+00:00,437.62,19947,61835,10905,80,9034,31743,1180,0,8056,1492
13947,2021-08-04 03:00:00+00:00,449.18,19868,64984,11439,80,8964,31761,1180,0,7054,1492
13948,2021-08-04 04:00:00+00:00,459.29,19632,69133,14085,80,9266,31756,1180,363,6759,1492
13949,2021-08-04 05:00:00+00:00,460.47,19706,74283,18962,80,9868,31764,1180,4548,6297,1492
13950,2021-08-04 06:00:00+00:00,437.53,19771,75195,21381,80,10143,31749,1189,17159,4573,1492
13951,2021-08-04 07:00:00+00:00,404.59,19816,74336,21209,80,9695,31744,1200,35669,2436,1492
13952,2021-08-04 08:00:00+00:00,372.89,19835,74275,21171,80,9447,31714,1200,55857,1634,1492
13953,2021-08-04 09:00:00+00:00,348.41,19874,73093,18993,80,9480,31714,1200,70540,1503,1456
13954,2021-08-04 10:00:00+00:00,336.08,19876,72821,18241,80,9774,31711,1201,78495,1985,1456
13955,2021-08-04 11:00:00+00:00,331.12,19904,71787,18142,80,9472,31700,1200,80279,2725,1469
13956,2021-08-04 12:00:00+00:00,330.66,19907,70530,18117,80,9368,31664,1217,77704,3579,1468
13957,2021-08-04 13:00:00+00:00,335.92,19860,70200,17942,80,9404,31656,1201,71687,4565,1456
13958,2021-08-04 14:00:00+00:00,350.06,19964,70369,18174,80,9440,31644,1195,60712,5197,1456
13959,2021-08-04 15:00:00+00:00,374.03,20136,72238,20387,80,9523,31652,1192,46978,6080,1456
13960,2021-08-04 16:00:00+00:00,400.46,20204,73053,24905,80,9627,31605,1208,32109,7261,1456
13961,2021-08-04 17:00:00+00:00,424.62,20244,73868,26137,80,9731,31417,1333,18395,9190,1456
13962,2021-08-04 18:00:00+00:00,446.67,20290,73972,27194,80,10033,31638,1631,7132,9658,1456
13963,2021-08-04 19:00:00+00:00,458.66,20316,72590,27255,80,9966,31633,1539,902,9428,1473
13964,2021-08-04 20:00:00+00:00,456.06,20303,72030,26690,80,9888,31644,1540,1,10856,1477
13965,2021-08-04 21:00:00+00:00,448,20228,69371,22018,80,9708,31674,1224,0,11400,1476
13966,2021-08-04 22:00:00+00:00,439.98,20230,66132,14542,80,9383,31673,1215,0,11094,1477
13967,2021-08-04 23:00:00+00:00,438.54,20156,65008,12622,80,9145,31688,1185,0,10626,1480
13968,2021-08-05 00:00:00+00:00,328.76,20170,46845,10952,80,8388,31631,1207,0,35015,1484
13969,2021-08-05 01:00:00+00:00,432.92,20123,62719,12358,80,8994,31763,1180,0,10597,1480
13970,2021-08-05 02:00:00+00:00,431.64,20083,62708,11802,80,8693,31795,1180,0,11245,1480
13971,2021-08-05 03:00:00+00:00,435.34,20056,65011,12580,80,8568,31808,1180,0,12255,1480
13972,2021-08-05 04:00:00+00:00,440.96,19986,67545,14481,80,8483,31807,1180,377,12476,1480
13973,2021-08-05 05:00:00+00:00,442.27,19909,70884,20480,80,8867,31806,1180,4313,11623,1480
13974,2021-08-05 06:00:00+00:00,425.38,20007,72331,23463,80,9088,31828,1181,15867,9536,1480
13975,2021-08-05 07:00:00+00:00,400.4,20107,72386,23679,80,9046,31790,1185,32810,6075,1480
13976,2021-08-05 08:00:00+00:00,367.73,20083,71761,22114,80,8856,31775,1200,52547,5300,1480
13977,2021-08-05 09:00:00+00:00,335.71,20184,70205,19199,80,8618,31721,1200,71372,6210,1480
13978,2021-08-05 10:00:00+00:00,318.06,20241,69187,18507,80,8418,31682,1200,81807,8328,1480
13979,2021-08-05 11:00:00+00:00,306.51,20258,67913,16218,80,8348,31639,1200,86104,10414,1479
13980,2021-08-05 12:00:00+00:00,298.57,20297,65985,14147,80,8147,31579,1210,86348,12301,1476
13981,2021-08-05 13:00:00+00:00,294.47,20347,63741,13731,80,7854,31551,1216,82355,15170,1476
13982,2021-08-05 14:00:00+00:00,299.58,20327,63379,13296,80,7975,31541,1216,73256,17952,1476
13983,2021-08-05 15:00:00+00:00,315.78,20345,64805,13396,80,8168,31537,1216,58256,21256,1476
13984,2021-08-05 16:00:00+00:00,348.31,20285,69718,14044,80,8399,31544,1216,40066,23274,1476
13985,2021-08-05 17:00:00+00:00,375.13,20288,71992,14991,80,8911,31559,1216,22427,26360,1478
13986,2021-08-05 18:00:00+00:00,402.47,20375,72184,15188,80,8929,31569,1216,8056,25751,1481
13987,2021-08-05 19:00:00+00:00,409.72,20366,71942,15193,80,8845,31564,1216,915,28762,1476
13988,2021-08-05 20:00:00+00:00,398.75,20343,69253,14111,80,8685,31575,1216,1,31675,1476
13989,2021-08-05 21:00:00+00:00,377.58,20325,62344,13116,80,8380,31564,1217,0,33650,1476
13990,2021-08-05 22:00:00+00:00,337.89,20320,52935,10615,80,8262,31541,1216,0,39649,1478
13991,2021-08-05 23:00:00+00:00,302.16,20209,43000,10149,80,8171,31556,1216,0,42172,1484
13992,2021-08-06 00:00:00+00:00,278.36,20339,39632,9337,80,8751,31492,1222,0,48241,1466
13993,2021-08-06 01:00:00+00:00,294.37,20159,41421,10676,80,8425,31606,1216,0,43674,1486
13994,2021-08-06 02:00:00+00:00,300.74,20143,42941,10655,80,8389,31632,1216,0,42904,1486
13995,2021-08-06 03:00:00+00:00,309.42,20157,45845,10707,80,8364,31643,1216,0,43275,1484
13996,2021-08-06 04:00:00+00:00,313.27,20098,48649,10973,80,8388,31632,1216,278,45812,1484
13997,2021-08-06 05:00:00+00:00,314.36,20106,52148,12289,80,8680,31639,1216,5116,47220,1484
13998,2021-08-06 06:00:00+00:00,300.59,20142,52815,12713,80,8682,31643,1216,18093,45780,1484
13999,2021-08-06 07:00:00+00:00,283.47,20205,52690,12502,80,8590,31624,1216,35957,41945,1486
14000,2021-08-06 08:00:00+00:00,263.54,20208,52155,12219,80,8595,31599,1216,53078,41997,1487
14001,2021-08-06 09:00:00+00:00,242.24,20171,50733,12170,80,8601,31567,1216,68198,46034,1488
14002,2021-08-06 10:00:00+00:00,206.04,20246,43274,10729,80,8581,31470,1367,84000,52470,1488
14003,2021-08-06 11:00:00+00:00,185.83,20317,38524,10392,80,8655,31325,1217,93216,56247,1488
14004,2021-08-06 12:00:00+00:00,175.09,20295,35136,10313,80,8814,31308,1216,92323,60481,1492
14005,2021-08-06 13:00:00+00:00,174,20256,33647,10200,80,8742,31308,1216,85960,61203,1497
14006,2021-08-06 14:00:00+00:00,187.24,20217,37057,10250,80,8849,31264,1217,76461,62055,1497
14007,2021-08-06 15:00:00+00:00,204.75,20207,40460,10307,80,8818,31382,1225,61416,62780,1497
14008,2021-08-06 16:00:00+00:00,230.87,20227,43927,10418,80,8863,31513,1224,42224,59948,1496
14009,2021-08-06 17:00:00+00:00,270.36,20202,48978,10681,80,9249,31553,1224,23392,53349,1496
14010,2021-08-06 18:00:00+00:00,304.71,20323,49558,10399,80,9102,31532,1224,8273,44269,1492
14011,2021-08-06 19:00:00+00:00,324.76,20399,50068,10357,80,9480,31542,1224,793,40058,1484
14012,2021-08-06 20:00:00+00:00,322.68,20402,49847,10355,80,9245,31531,1224,1,41749,1484
14013,2021-08-06 21:00:00+00:00,312.52,20405,48952,10392,80,9206,31538,1224,0,45885,1484
14014,2021-08-06 22:00:00+00:00,303.69,20402,47199,10140,80,9211,31480,1224,0,47778,1478
14015,2021-08-06 23:00:00+00:00,280.42,20380,40816,9025,80,9264,31461,1224,0,48669,1460
14016,2021-08-07 00:00:00+00:00,206.94,20344,25680,9205,80,9327,29796,1224,0,64042,1451
14017,2021-08-07 01:00:00+00:00,269.81,20314,37520,8702,80,9083,31520,1224,0,48166,1460
14018,2021-08-07 02:00:00+00:00,275.87,20223,37394,8869,80,9283,31550,1224,0,44228,1462
14019,2021-08-07 03:00:00+00:00,283.23,20193,37652,8851,80,9253,31556,1224,0,40580,1464
14020,2021-08-07 04:00:00+00:00,286.55,20175,38778,8780,80,9129,31556,1224,277,40769,1464
14021,2021-08-07 05:00:00+00:00,276.76,20183,37077,8929,80,9427,31582,1224,5961,37754,1464
14022,2021-08-07 06:00:00+00:00,260.17,20239,36744,8847,80,9357,31548,1224,22844,32679,1464
14023,2021-08-07 07:00:00+00:00,241.77,20334,36617,9080,80,9301,31521,1224,45420,26594,1464
14024,2021-08-07 08:00:00+00:00,222,20369,35695,9327,80,9348,31511,1224,65866,24122,1464
14025,2021-08-07 09:00:00+00:00,204.81,20309,34409,9283,80,9211,31371,1224,81091,25349,1469
14026,2021-08-07 10:00:00+00:00,195.94,20315,33194,9348,80,9380,31349,1224,84767,28623,1524
14027,2021-08-07 11:00:00+00:00,194.26,20355,32502,9290,80,9131,31332,1224,80435,32006,1540
14028,2021-08-07 12:00:00+00:00,197.05,20298,32852,9444,80,9175,31373,1224,75662,34094,1587
14029,2021-08-07 13:00:00+00:00,206.74,20329,33141,9891,80,9280,31440,1224,66561,32453,1639
14030,2021-08-07 14:00:00+00:00,222.3,20292,34444,10459,80,9347,31358,1224,53543,32786,1711
14031,2021-08-07 15:00:00+00:00,242.43,20241,36888,11599,80,9555,31249,1224,40322,34504,1806
14032,2021-08-07 16:00:00+00:00,260.13,20243,37973,12740,80,9584,31296,1224,25788,37157,1808
14033,2021-08-07 17:00:00+00:00,273.46,20183,38516,12725,80,9421,31362,1224,13578,39967,1807
14034,2021-08-07 18:00:00+00:00,279.17,20154,38193,12177,80,9407,31464,1224,4833,42512,1595
14035,2021-08-07 19:00:00+00:00,271.06,20205,37053,12018,80,9629,31509,1225,586,48220,1464
14036,2021-08-07 20:00:00+00:00,261.95,20202,36647,11864,80,9423,31510,1224,1,53763,1464
14037,2021-08-07 21:00:00+00:00,247.16,20277,33839,11509,80,9372,31411,1224,0,57132,1464
14038,2021-08-07 22:00:00+00:00,218.73,20328,27243,10434,80,9582,31534,1229,0,59079,1459
14039,2021-08-07 23:00:00+00:00,196.26,20336,22391,10322,80,9509,31059,1224,0,62590,1448
14040,2021-08-08 00:00:00+00:00,179.98,20244,23562,8392,80,8888,28576,1219,0,81801,1448
14041,2021-08-08 01:00:00+00:00,180.49,20242,21541,8904,80,9393,27956,1224,0,74749,1448
